candidate_id,recommended_occupation,system_rank,final_hybrid_percentage,skill_percentage,tfidf_percentage,semantic_percentage,demand_percentage,education_percentage,human_relevant,human_relevance_grade,reviewer_notes,final_hybrid_score
Candidate_014,Delivery Driver,15,20.12,32.17,38.63,4.16,37.05,0,0,1,Some transferable skills are present,0.201245731
Candidate_015,Food Service Supervisor,1,75.75,100,10.65,48.8,68.33,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.757453266
Candidate_015,Administrative Assistant,2,71.55,100,21.9,50.81,43.85,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.715509329
Candidate_015,Software Developer,3,39.58,0,100,100,22.91,0,0,0,No meaningful connection,0.395817172
Candidate_015,Information Technology (IT) Analyst,4,35.38,0,45.65,85.87,26.64,0,0,0,No meaningful connection,0.353811679
Candidate_015,Bookkeeper,5,32.11,0,51.79,46.07,29.92,100,0,0,No meaningful connection,0.321075962
Candidate_015,Continuing Care Assistant,6,28.21,0,0,26.9,43.96,100,0,0,No meaningful connection,0.282076707
Candidate_015,Office Administrator,7,27.82,0,29.96,49.29,52.86,0,0,0,No meaningful connection,0.278248476
Candidate_015,Inside Sales Representative,8,27.63,0,13.55,29.54,86.44,0,0,0,No meaningful connection,0.276267892
Candidate_015,Retail Sales Associate,9,26.94,0,13.51,27.59,86.44,0,0,0,No meaningful connection,0.26944198
Candidate_015,Office Manager,10,26.29,0,36.59,44.9,52.86,0,0,0,No meaningful connection,0.262866689
Candidate_015,Secondary School Teacher,11,21.46,0,12.14,40.54,36.36,0,0,0,No meaningful connection,0.214591
Candidate_015,"Driver, Truck",12,20.83,0,5.54,8.78,88.8,0,0,0,No meaningful connection,0.208337927
Candidate_015,Restaurant Manager,13,20.8,0,8.41,25.93,58.65,0,0,0,No meaningful connection,0.208046704
Candidate_015,Delivery Driver,14,17.41,0,22.56,0,37.05,100,0,0,No meaningful connection,0.174106241
Candidate_015,Licensed Practical Nurse (L.P.N.),15,12.4,0,11.99,18.07,30.39,0,0,0,No meaningful connection,0.12404102
Candidate_016,Software Developer,1,84.58,100,100,100,22.91,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.845817172
Candidate_016,Information Technology (IT) Analyst,2,73.86,77.38,35.26,89.86,26.64,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.738624757
Candidate_016,Inside Sales Representative,3,54.47,77.67,32.78,28.55,86.44,0,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.544665854
Candidate_016,Retail Sales Associate,4,54.14,77.67,32.69,27.62,86.44,0,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.54140777
Candidate_016,Licensed Practical Nurse (L.P.N.),5,51,79.48,29,20.28,30.39,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.509951234
Candidate_016,Secondary School Teacher,6,47.81,74.1,24.23,41.72,36.36,0,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.478087464
Candidate_016,Restaurant Manager,7,44.2,70.79,20.35,21.98,58.65,0,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.442013313
Candidate_016,Office Administrator,8,41.05,43.85,8.87,43.22,52.86,0,0,1,Some transferable skills are present,0.410485892
Candidate_016,Food Service Supervisor,9,40,33.31,25.76,41.92,68.33,0,0,1,Some transferable skills are present,0.399993444
Candidate_016,Bookkeeper,10,37.82,49.82,34.85,41.14,29.92,0,0,1,Some transferable skills are present,0.378199797
Candidate_016,Continuing Care Assistant,11,36.04,51.06,0,26.8,43.96,0,1,1,Some transferable skills are present,0.360417738
Candidate_016,Office Manager,12,34.96,29.88,23.34,39.8,52.86,0,0,0,No meaningful connection,0.349613109
Candidate_016,Administrative Assistant,13,25.8,4.9,33.3,43.77,43.85,0,0,0,No meaningful connection,0.25804001
Candidate_016,"Driver, Truck",14,22.67,0,13.4,14.04,88.8,0,0,0,No meaningful connection,0.226730381
Candidate_016,Delivery Driver,15,12.11,13.43,52.73,0,37.05,0,0,0,No meaningful connection,0.121099798
Candidate_017,Administrative Assistant,1,70.25,100,39.3,47.1,43.85,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.702542732
Candidate_017,Office Administrator,2,68.61,92.96,23.43,44.28,52.86,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.686071413
Candidate_017,Office Manager,3,65.65,89.32,41.92,39.49,52.86,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.656541188
Candidate_017,Inside Sales Representative,4,60.87,99.78,40.14,24.74,86.44,0,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.608678497
Candidate_017,Retail Sales Associate,5,60.28,99.78,40.02,23.06,86.44,0,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.60280706
Candidate_017,Software Developer,6,56.54,48.46,100,100,22.91,0,1,1,Some transferable skills are present,0.565437676
Candidate_017,Information Technology (IT) Analyst,7,49.76,43.38,50.5,83.56,26.64,0,0,1,Some transferable skills are present,0.497578262
Candidate_017,Bookkeeper,8,48.48,85.34,39.63,36.07,29.92,0,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.484801094
Candidate_017,Food Service Supervisor,9,48.26,62.53,31.54,36.32,68.33,0,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.482641524
Candidate_017,"Driver, Truck",10,39.08,51.15,16.4,9.77,88.8,0,1,1,Some transferable skills are present,0.390806519
Candidate_017,Secondary School Teacher,11,37.33,49.74,20.79,36.14,36.36,0,0,1,Some transferable skills are present,0.37329387
Candidate_017,Continuing Care Assistant,12,31.76,36.22,0,29.39,43.96,0,0,1,Some transferable skills are present,0.31756311
Candidate_017,Restaurant Manager,13,29.51,41.7,24.91,9.1,58.65,0,0,1,Some transferable skills are present,0.295124886
Candidate_017,Delivery Driver,14,24.15,47.81,61.35,0,37.05,0,0,1,Some transferable skills are present,0.241455579
Candidate_017,Licensed Practical Nurse (L.P.N.),15,11.69,0,35.51,16.02,30.39,0,0,1,Some transferable skills are present,0.116858204
Candidate_018,Food Service Supervisor,1,78.54,100,6.37,56.79,68.33,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.785448266
Candidate_018,Administrative Assistant,2,69.42,100,15.94,44.7,43.85,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.694156042
Candidate_018,Information Technology (IT) Analyst,3,40.33,0,100,100,26.64,0,0,0,No meaningful connection,0.403275174
Candidate_018,Software Developer,4,39.17,0,23.12,98.84,22.91,0,0,0,No meaningful connection,0.391746961
Candidate_018,Inside Sales Representative,5,30.78,0,8.1,38.56,86.44,0,0,0,No meaningful connection,0.307837646
Candidate_018,Retail Sales Associate,6,29.95,0,8.08,36.17,86.44,0,0,0,No meaningful connection,0.299473715
Candidate_018,Bookkeeper,7,29.29,0,23.21,38.02,29.92,100,0,0,No meaningful connection,0.2929055
Candidate_018,Continuing Care Assistant,8,28.85,0,0,28.75,43.96,100,0,0,No meaningful connection,0.288537287
Candidate_018,Office Administrator,9,27.99,0,2.52,49.78,52.86,0,0,0,No meaningful connection,0.279946714
Candidate_018,Office Manager,10,27.38,0,5.77,48.01,52.86,0,0,0,No meaningful connection,0.273760789
Candidate_018,"Driver, Truck",11,22.45,0,8.99,13.41,88.8,0,0,0,No meaningful connection,0.224534315
Candidate_018,Secondary School Teacher,12,21.29,0,7.65,40.05,36.36,0,0,0,No meaningful connection,0.212881453
Candidate_018,Restaurant Manager,13,18.31,0,5.03,18.81,58.65,0,0,0,No meaningful connection,0.183147522
Candidate_018,Delivery Driver,14,17.41,0,13.63,0,37.05,100,0,0,No meaningful connection,0.174106241
Candidate_018,Licensed Practical Nurse (L.P.N.),15,15.49,0,7.17,26.89,30.39,0,0,0,No meaningful connection,0.154889059
Candidate_019,Office Manager,1,72.11,100,16.36,47.25,52.86,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.72111843
Candidate_019,Software Developer,2,70.96,61.08,100,100,22.91,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.709581281
Candidate_019,Bookkeeper,3,66.56,86.52,37.94,57.97,29.92,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.665554979
Candidate_019,Office Administrator,4,64.67,69.65,9.61,56.34,52.86,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.646708653
Candidate_019,"Driver, Truck",5,56.97,70.84,9.39,12.62,88.8,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.569742383
Candidate_019,Food Service Supervisor,6,51.16,58.06,18.05,49.06,68.33,0,1,1,Some transferable skills are present,0.511582755
Candidate_019,Information Technology (IT) Analyst,7,48.43,33.55,77.57,89.59,26.64,0,0,1,Some transferable skills are present,0.484252098
Candidate_019,Secondary School Teacher,8,46.09,57.37,34.1,53.53,36.36,0,1,1,Some transferable skills are present,0.460859064
Candidate_019,Restaurant Manager,9,40.17,40.7,14.26,40.55,58.65,0,0,1,Some transferable skills are present,0.401696683
Candidate_019,Retail Sales Associate,10,38.77,23.16,22.91,38.22,86.44,0,0,0,No meaningful connection,0.387695643
Candidate_019,Inside Sales Representative,11,38.74,23.16,22.97,38.12,86.44,0,0,0,No meaningful connection,0.387361779
Candidate_019,Administrative Assistant,12,31.85,5.87,32.83,60.07,43.85,0,0,0,No meaningful connection,0.318464984
Candidate_019,Continuing Care Assistant,13,22.62,0,0,39.52,43.96,0,0,0,No meaningful connection,0.226243538
Candidate_019,Delivery Driver,14,21.85,41.25,43.14,0,37.05,0,0,1,Some transferable skills are present,0.218491411
Candidate_019,Licensed Practical Nurse (L.P.N.),15,18.42,7.36,20.32,27.91,30.39,0,0,0,No meaningful connection,0.184218456
Candidate_020,Software Developer,1,83.13,95.86,89.93,100,22.91,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.831334279
Candidate_020,Office Manager,2,67.43,94.35,88.91,39.52,52.86,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.674264631
Candidate_020,Office Administrator,3,66.1,82.83,63.43,47.24,52.86,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.660958484
Candidate_020,Bookkeeper,4,64.92,100,74.36,39.81,29.92,100,1,3,"Strong direct alignment with the candidate's education, skills, and professional experience.",0.649175079
Candidate_020,Secondary School Teacher,5,57.02,67.09,43.11,46.48,36.36,100,1,2,"Reasonable career option with several relevant transferable skills, but alignment is not direct.",0.570206272
Candidate_020,Information Technology (IT) Analyst,6,50.62,57.28,100,72.11,26.64,0,1,1,Some transferable skills are present,0.506166989
Candidate_020,Food Service Supervisor,7,39.18,31.36,30.17,41.55,68.33,0,0,1,Some transferable skills are present,0.39184115
Candidate_020,Inside Sales Representative,8,38.87,42.21,38.39,19.45,86.44,0,0,1,Some transferable skills are present,0.388693605
Candidate_020,"Driver, Truck",9,38.81,47.42,15.69,12.73,88.8,0,0,1,Some transferable skills are present,0.388136056
Candidate_020,Retail Sales Associate,10,37.44,42.21,38.28,15.36,86.44,0,0,1,Some transferable skills are present,0.374350296
Candidate_020,Administrative Assistant,11,35.79,23.13,46.95,54.07,43.85,0,0,0,No meaningful connection,0.357875651
Candidate_020,Restaurant Manager,12,29.25,28.5,23.82,21.55,58.65,0,0,0,No meaningful connection,0.292468913
Candidate_020,Continuing Care Assistant,13,19.74,0,0,31.27,43.96,0,0,0,No meaningful connection,0.197356282
Candidate_020,Delivery Driver,14,15.45,22.98,62.03,0,37.05,0,0,0,No meaningful connection,0.154526918
Candidate_020,Licensed Practical Nurse (L.P.N.),15,13.75,7.6,33.96,14.33,30.39,0,0,0,No meaningful connection,0.137513737
