candidate_id,recommended_occupation,system_rank,final_hybrid_score,final_hybrid_percentage,skill_percentage,tfidf_percentage,semantic_percentage,demand_percentage,education_percentage,human_relevant,human_relevance_grade,reviewer_notes
Candidate_017,Restaurant Manager,13,0.2951248864479871,29.51,41.7,24.91,9.1,58.65,0.0,,,
Candidate_017,Delivery Driver,14,0.2414555785396977,24.15,47.81,61.35,0.0,37.05,0.0,,,
Candidate_017,Licensed Practical Nurse (L.P.N.),15,0.1168582036358525,11.69,0.0,35.51,16.02,30.39,0.0,,,
Candidate_018,Food Service Supervisor,1,0.7854482656329288,78.54,100.0,6.37,56.79,68.33,100.0,,,
Candidate_018,Administrative Assistant,2,0.6941560418584811,69.42,100.0,15.94,44.7,43.85,100.0,,,
Candidate_018,Information Technology (IT) Analyst,3,0.4032751741581278,40.33,0.0,100.0,100.0,26.64,0.0,,,
Candidate_018,Software Developer,4,0.3917469611596428,39.17,0.0,23.12,98.84,22.91,0.0,,,
Candidate_018,Inside Sales Representative,5,0.3078376456808203,30.78,0.0,8.1,38.56,86.44,0.0,,,
Candidate_018,Retail Sales Associate,6,0.2994737147604516,29.95,0.0,8.08,36.17,86.44,0.0,,,
Candidate_018,Bookkeeper,7,0.292905500045,29.29,0.0,23.21,38.02,29.92,100.0,,,
Candidate_018,Continuing Care Assistant,8,0.2885372867152034,28.85,0.0,0.0,28.75,43.96,100.0,,,
Candidate_018,Office Administrator,9,0.2799467144543369,27.99,0.0,2.52,49.78,52.86,0.0,,,
Candidate_018,Office Manager,10,0.2737607892607324,27.38,0.0,5.77,48.01,52.86,0.0,,,
Candidate_018,"Driver, Truck",11,0.2245343145511965,22.45,0.0,8.99,13.41,88.8,0.0,,,
Candidate_018,Secondary School Teacher,12,0.2128814526777826,21.29,0.0,7.65,40.05,36.36,0.0,,,
Candidate_018,Restaurant Manager,13,0.1831475220504036,18.31,0.0,5.03,18.81,58.65,0.0,,,
Candidate_018,Delivery Driver,14,0.1741062414935156,17.41,0.0,13.63,0.0,37.05,100.0,,,
Candidate_018,Licensed Practical Nurse (L.P.N.),15,0.1548890588877133,15.49,0.0,7.17,26.89,30.39,0.0,,,
Candidate_019,Office Manager,1,0.72111843045672,72.11,100.0,16.36,47.25,52.86,100.0,,,
Candidate_019,Software Developer,2,0.7095812807752525,70.96,61.08,100.0,100.0,22.91,100.0,,,
Candidate_019,Bookkeeper,3,0.6655549791703309,66.56,86.52,37.94,57.97,29.92,100.0,,,
Candidate_019,Office Administrator,4,0.6467086525618754,64.67,69.65,9.61,56.34,52.86,100.0,,,
Candidate_019,"Driver, Truck",5,0.5697423828278765,56.97,70.84,9.39,12.62,88.8,100.0,,,
Candidate_019,Food Service Supervisor,6,0.511582754939337,51.16,58.06,18.05,49.06,68.33,0.0,,,
Candidate_019,Information Technology (IT) Analyst,7,0.4842520980658776,48.43,33.55,77.57,89.59,26.64,0.0,,,
Candidate_019,Secondary School Teacher,8,0.4608590638500251,46.09,57.37,34.1,53.53,36.36,0.0,,,
Candidate_019,Restaurant Manager,9,0.4016966828148653,40.17,40.7,14.26,40.55,58.65,0.0,,,
Candidate_019,Retail Sales Associate,10,0.3876956432077395,38.77,23.16,22.91,38.22,86.44,0.0,,,
Candidate_019,Inside Sales Representative,11,0.3873617786791338,38.74,23.16,22.97,38.12,86.44,0.0,,,
Candidate_019,Administrative Assistant,12,0.3184649839532347,31.85,5.87,32.83,60.07,43.85,0.0,,,
Candidate_019,Continuing Care Assistant,13,0.2262435375629888,22.62,0.0,0.0,39.52,43.96,0.0,,,
Candidate_019,Delivery Driver,14,0.2184914110918658,21.85,41.25,43.14,0.0,37.05,0.0,,,
Candidate_019,Licensed Practical Nurse (L.P.N.),15,0.1842184555197407,18.42,7.36,20.32,27.91,30.39,0.0,,,
Candidate_020,Software Developer,1,0.8313342789746709,83.13,95.86,89.93,100.0,22.91,100.0,,,
Candidate_020,Office Manager,2,0.6742646307800073,67.43,94.35,88.91,39.52,52.86,100.0,,,
Candidate_020,Office Administrator,3,0.6609584835399128,66.1,82.83,63.43,47.24,52.86,100.0,,,
Candidate_020,Bookkeeper,4,0.6491750787524256,64.92,100.0,74.36,39.81,29.92,100.0,,,
Candidate_020,Secondary School Teacher,5,0.5702062721370142,57.02,67.09,43.11,46.48,36.36,100.0,,,
Candidate_020,Information Technology (IT) Analyst,6,0.506166989400636,50.62,57.28,100.0,72.11,26.64,0.0,,,
Candidate_020,Food Service Supervisor,7,0.3918411497062822,39.18,31.36,30.17,41.55,68.33,0.0,,,
Candidate_020,Inside Sales Representative,8,0.3886936052653832,38.87,42.21,38.39,19.45,86.44,0.0,,,
Candidate_020,"Driver, Truck",9,0.3881360558830617,38.81,47.42,15.69,12.73,88.8,0.0,,,
Candidate_020,Retail Sales Associate,10,0.3743502957768349,37.44,42.21,38.28,15.36,86.44,0.0,,,
Candidate_020,Administrative Assistant,11,0.3578756509575835,35.79,23.13,46.95,54.07,43.85,0.0,,,
Candidate_020,Restaurant Manager,12,0.292468913154547,29.25,28.5,23.82,21.55,58.65,0.0,,,
Candidate_020,Continuing Care Assistant,13,0.1973562824246093,19.74,0.0,0.0,31.27,43.96,0.0,,,
Candidate_020,Delivery Driver,14,0.1545269184082903,15.45,22.98,62.03,0.0,37.05,0.0,,,
Candidate_020,Licensed Practical Nurse (L.P.N.),15,0.1375137369553956,13.75,7.6,33.96,14.33,30.39,0.0,,,
