candidate_id,selected_occupation,baseline_recommendation_percentage,baseline_occupation_rank,weighted_skill_match_percentage,weighted_skill_rank,hybrid_recommendation_score,hybrid_occupation_rank,rank_change,ranking_change_status,recommendation_explanation
Candidate_034,Office Manager,97.12230215827336,1,100.0,1,98.56115107913668,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_034,Food Service Supervisor,96.77419354838712,2,100.0,1,98.38709677419357,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_034,Administrative Assistant,96.63865546218489,3,99.99999999999999,2,98.31932773109244,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_034,Inside Sales Representative,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_034,Retail Sales Associate,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Software Developer,90.35989717223649,1,90.56619878007474,1,90.46304797615562,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Bookkeeper,89.37677053824362,5,90.06269473495345,2,89.71973263659854,2,3,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Information Technology (IT) Analyst,89.82927715219759,2,89.49576567477276,3,89.66252141348517,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Administrative Assistant,89.5126050420168,4,89.27267918540068,4,89.39264211370875,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_035,Inside Sales Representative,89.6049896049896,3,88.72179092176465,5,89.16339026337712,5,-2,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Administrative Assistant,89.91596638655463,1,96.57233536101559,1,93.24415087378512,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Office Manager,89.20863309352518,2,94.03761839023187,3,91.62312574187852,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Office Administrator,88.2177033492823,3,94.03761839023187,3,91.12766086975708,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,"Driver, Truck",88.11881188118811,4,94.1291279569053,2,91.1239699190467,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_036,Inside Sales Representative,87.45668745668745,5,93.68613081517594,4,90.5714091359317,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Software Developer,79.11311053984575,1,78.06973645553221,1,78.59142349768898,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Secondary School Teacher,77.70345596432553,2,76.23211737587354,2,76.96778667009954,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Information Technology (IT) Analyst,77.56629131856157,3,75.91484733120969,3,76.74056932488563,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Bookkeeper,77.44334277620398,4,74.78650320719628,5,76.11492299170013,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_037,Licensed Practical Nurse (L.P.N.),77.43530095958127,5,74.7700120785316,6,76.10265651905644,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_038,Software Developer,69.47300771208226,1,68.63593523560694,1,69.0544714738446,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_038,Information Technology (IT) Analyst,67.39556847075916,2,65.41061300598243,2,66.40309073837079,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_038,Secondary School Teacher,66.88963210702342,3,64.87505030917274,3,65.88234120809807,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_038,Bookkeeper,66.8201133144476,4,64.8491979421497,4,65.83465562829865,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_038,Licensed Practical Nurse (L.P.N.),66.1529514393719,5,62.15501811779739,6,64.15398477858464,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_039,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_039,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_039,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_039,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_039,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_040,Software Developer,59.029562982005146,1,58.06558558299544,1,58.54757428250029,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Secondary School Teacher,56.80044593088071,2,54.941275474735654,2,55.87086070280819,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Information Technology (IT) Analyst,56.76716309480566,3,54.90637868075518,3,55.83677088778042,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Licensed Practical Nurse (L.P.N.),56.70252980517592,4,53.9130053109775,4,55.30776755807671,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Bookkeeper,55.77195467422096,5,53.65316734353057,5,54.71256100887577,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_041,Office Manager,74.10071942446042,1,75.149187657535,1,74.62495354099771,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Bookkeeper,73.47733711048159,2,74.63192290307332,2,74.05463000677744,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Office Administrator,72.69736842105264,4,75.149187657535,1,73.92327803929382,3,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Software Developer,72.30077120822622,5,74.48884520390038,3,73.3948082060633,4,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Food Service Supervisor,72.16129032258065,6,74.0624400490653,4,73.11186518582298,5,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_042,Software Developer,59.029562982005146,1,58.06558558299544,1,58.54757428250029,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Secondary School Teacher,56.80044593088071,2,54.941275474735654,2,55.87086070280819,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Information Technology (IT) Analyst,56.76716309480566,3,54.90637868075518,3,55.83677088778042,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Licensed Practical Nurse (L.P.N.),56.70252980517592,4,53.9130053109775,4,55.30776755807671,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Bookkeeper,55.77195467422096,5,53.65316734353057,5,54.71256100887577,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_043,Software Developer,79.9164524421594,1,79.99584912746323,1,79.95615078481131,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_043,Licensed Practical Nurse (L.P.N.),79.26722884559464,2,79.1429932324459,2,79.20511103902027,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_043,Information Technology (IT) Analyst,79.20087177624409,4,78.99153134954548,3,79.09620156289478,3,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_043,Secondary School Teacher,79.09698996655517,5,78.7091580988621,5,78.90307403270864,4,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_043,Restaurant Manager,78.99236641221374,6,78.27370729163516,6,78.63303685192446,5,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Software Developer,79.11311053984575,1,78.06973645553221,1,78.59142349768898,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Secondary School Teacher,77.70345596432553,2,76.23211737587354,2,76.96778667009954,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Information Technology (IT) Analyst,77.56629131856157,3,75.91484733120969,3,76.74056932488563,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Bookkeeper,77.44334277620398,4,74.78650320719628,5,76.11492299170013,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Licensed Practical Nurse (L.P.N.),77.43530095958127,5,74.7700120785316,6,76.10265651905644,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Delivery Driver,79.62674961119752,2,87.99380642882596,1,83.81027802001174,1,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Administrative Assistant,79.83193277310924,1,86.64311028828351,2,83.23752153069637,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Bookkeeper,79.21388101983003,3,85.6525554631601,4,82.43321824149507,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,"Driver, Truck",78.2178217821782,4,86.2596611757358,3,82.238741478957,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Inside Sales Representative,77.06167706167706,5,82.48624263331723,5,79.77395984749714,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_046,Software Developer,62.66066838046272,2,65.05504398397511,1,63.85785618221891,1,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Bookkeeper,62.85410764872521,1,64.69461763802676,2,63.77436264337598,2,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Office Manager,62.58992805755395,3,62.534562102984225,3,62.562245080269086,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Office Administrator,62.05143540669857,4,62.534562102984225,3,62.2929987548414,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Secondary School Teacher,61.3154960981048,5,62.1235959167246,5,61.7195460074147,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_047,Office Manager,97.12230215827336,1,100.0,1,98.56115107913668,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_047,Food Service Supervisor,96.77419354838712,2,100.0,1,98.38709677419357,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_047,Administrative Assistant,96.63865546218489,3,99.99999999999999,2,98.31932773109244,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_047,Inside Sales Representative,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_047,Retail Sales Associate,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_048,Software Developer,62.66066838046272,2,65.05504398397511,1,63.85785618221891,1,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Bookkeeper,62.85410764872521,1,64.69461763802676,2,63.77436264337598,2,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Office Manager,62.58992805755395,3,62.534562102984225,3,62.562245080269086,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Office Administrator,62.05143540669857,4,62.534562102984225,3,62.2929987548414,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Secondary School Teacher,61.3154960981048,5,62.1235959167246,5,61.7195460074147,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,"Driver, Truck",56.91089108910891,1,61.68319150597236,1,59.29704129754063,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,Administrative Assistant,55.89915966386555,2,61.16836815657233,2,58.53376391021894,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,Office Manager,55.76978417266187,3,58.4840846788277,6,57.126934425744786,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,Software Developer,55.04498714652957,4,59.114534432925225,3,57.0797607897274,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,Delivery Driver,54.86003110419906,5,58.821581631205,5,56.84080636770203,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_050,Administrative Assistant,89.91596638655463,1,96.57233536101559,1,93.24415087378512,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_050,Office Manager,89.20863309352518,2,94.03761839023187,3,91.62312574187852,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_050,Office Administrator,88.2177033492823,3,94.03761839023187,3,91.12766086975708,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_050,"Driver, Truck",88.11881188118811,4,94.1291279569053,2,91.1239699190467,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_050,Inside Sales Representative,87.45668745668745,5,93.68613081517594,4,90.5714091359317,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_051,Administrative Assistant,45.41176470588235,1,50.44104734197301,1,47.92640602392768,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,Software Developer,45.40488431876607,2,49.680733212999954,2,47.54280876588301,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,"Driver, Truck",44.55445544554455,3,47.068467483800454,4,45.811461464672504,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,Bookkeeper,43.80311614730878,6,47.23026369513636,3,45.516689921222564,4,2,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,Information Technology (IT) Analyst,43.69051943334544,7,46.9738171082278,5,45.332168270786624,5,2,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_052,Software Developer,79.11311053984575,1,78.06973645553221,1,78.59142349768898,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_052,Secondary School Teacher,77.70345596432553,2,76.23211737587354,2,76.96778667009954,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_052,Information Technology (IT) Analyst,77.56629131856157,3,75.91484733120969,3,76.74056932488563,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_052,Bookkeeper,77.44334277620398,4,74.78650320719628,5,76.11492299170013,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_052,Licensed Practical Nurse (L.P.N.),77.43530095958127,5,74.7700120785316,6,76.10265651905644,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_053,Bookkeeper,55.77195467422096,1,60.370049606015755,1,58.07100214011835,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,Software Developer,54.24164524421594,2,57.710694965674435,2,55.97617010494518,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,Information Technology (IT) Analyst,51.68180167090446,7,54.85199285214824,3,53.26689726152635,3,4,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,Administrative Assistant,52.134453781512605,6,53.86871198095741,4,53.00158288123501,4,2,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,"Driver, Truck",52.47524752475247,3,52.939339526895154,5,52.707293525823815,5,-2,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_054,Office Manager,97.12230215827336,1,100.0,1,98.56115107913668,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_054,Food Service Supervisor,96.77419354838712,2,100.0,1,98.38709677419357,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_054,Administrative Assistant,96.63865546218489,3,99.99999999999999,2,98.31932773109244,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_054,Inside Sales Representative,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_054,Retail Sales Associate,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_055,Office Manager,66.18705035971223,1,69.18680604776685,1,67.68692820373954,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,Office Administrator,64.47368421052633,3,69.18680604776685,1,66.83024512914659,2,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,"Driver, Truck",64.83168316831683,2,67.14809899289561,3,65.98989108060621,3,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,Secondary School Teacher,64.4648829431438,4,67.44356225531448,2,65.95422259922914,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,Software Developer,63.46401028277635,5,66.45888345122589,4,64.96144686700111,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_056,Administrative Assistant,89.91596638655463,1,96.57233536101559,1,93.24415087378512,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_056,Office Manager,89.20863309352518,2,94.03761839023187,3,91.62312574187852,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_056,Office Administrator,88.2177033492823,3,94.03761839023187,3,91.12766086975708,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_056,"Driver, Truck",88.11881188118811,4,94.1291279569053,2,91.1239699190467,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_056,Inside Sales Representative,87.45668745668745,5,93.68613081517594,4,90.5714091359317,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Software Developer,90.35989717223649,1,90.56619878007474,1,90.46304797615562,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Bookkeeper,89.37677053824362,5,90.06269473495345,2,89.71973263659854,2,3,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Information Technology (IT) Analyst,89.82927715219759,2,89.49576567477276,3,89.66252141348517,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Administrative Assistant,89.5126050420168,4,89.27267918540068,4,89.39264211370875,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Inside Sales Representative,89.6049896049896,3,88.72179092176465,5,89.16339026337712,5,-2,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Administrative Assistant,79.42857142857143,1,85.84501454641628,1,82.63679298749386,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Inside Sales Representative,77.06167706167706,4,82.40792173694061,2,79.73479939930883,2,2,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Retail Sales Associate,77.06167706167706,4,82.40792173694061,2,79.73479939930883,2,2,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Office Manager,77.6978417266187,2,81.4229928356811,3,79.56041728114991,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Office Administrator,77.57177033492823,3,81.4229928356811,3,79.49738158530467,4,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_059,Software Developer,69.47300771208226,1,68.63593523560694,1,69.0544714738446,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Information Technology (IT) Analyst,67.39556847075916,2,65.41061300598243,2,66.40309073837079,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Secondary School Teacher,66.88963210702342,3,64.87505030917274,3,65.88234120809807,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Bookkeeper,66.8201133144476,4,64.8491979421497,4,65.83465562829865,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Licensed Practical Nurse (L.P.N.),66.1529514393719,5,62.15501811779739,6,64.15398477858464,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Software Developer,59.029562982005146,1,58.06558558299544,1,58.54757428250029,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Secondary School Teacher,56.80044593088071,2,54.941275474735654,2,55.87086070280819,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Information Technology (IT) Analyst,56.76716309480566,3,54.90637868075518,3,55.83677088778042,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Licensed Practical Nurse (L.P.N.),56.70252980517592,4,53.9130053109775,4,55.30776755807671,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Bookkeeper,55.77195467422096,5,53.65316734353057,5,54.71256100887577,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_061,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_061,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_061,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_061,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_061,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,Administrative Assistant,89.91596638655463,1,96.57233536101559,1,93.24415087378512,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,Office Manager,89.20863309352518,2,94.03761839023187,3,91.62312574187852,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,Office Administrator,88.2177033492823,3,94.03761839023187,3,91.12766086975708,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,"Driver, Truck",88.11881188118811,4,94.1291279569053,2,91.1239699190467,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,Inside Sales Representative,87.45668745668745,5,93.68613081517594,4,90.5714091359317,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Administrative Assistant,79.42857142857143,1,85.84501454641628,1,82.63679298749386,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Inside Sales Representative,77.06167706167706,4,82.40792173694061,2,79.73479939930883,2,2,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Retail Sales Associate,77.06167706167706,4,82.40792173694061,2,79.73479939930883,2,2,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Office Manager,77.6978417266187,2,81.4229928356811,3,79.56041728114991,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Office Administrator,77.57177033492823,3,81.4229928356811,3,79.49738158530467,4,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
