candidate_id,selected_occupation,onet_soc_code,onet_title,skill,importance,level,candidate_evidence,skill_gap_priority,skill_priority_rank,posting_count,total_vacancies,province_count,demand_score,demand_percentage,demand_normalized,prescriptive_priority_score,prescriptive_priority_percentage,prescriptive_rank
Candidate_013,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science,2.0,1.88,0.0,0.388,5,681,740,9,0.3635561348837076,36.36,0.3636,0.378,37.82,5
Candidate_013,Software Developer,15-1252.00,Software Developers,Active Listening,3.38,3.88,0.0,0.726,1,323,344,8,0.2290858604605659,22.91,0.2291,0.527,52.72,1
Candidate_013,Software Developer,15-1252.00,Software Developers,Writing,3.25,3.62,0.0,0.687,2,323,344,8,0.2290858604605659,22.91,0.2291,0.504,50.38,2
Candidate_013,Software Developer,15-1252.00,Software Developers,Speaking,3.12,3.62,0.0,0.6739999999999999,3,323,344,8,0.2290858604605659,22.91,0.2291,0.496,49.6,3
Candidate_013,Software Developer,15-1252.00,Software Developers,Monitoring,3.0,3.5,0.0,0.6499999999999999,4,323,344,8,0.2290858604605659,22.91,0.2291,0.482,48.16,4
Candidate_013,Software Developer,15-1252.00,Software Developers,Science,2.12,1.88,0.0,0.4,5,323,344,8,0.2290858604605659,22.91,0.2291,0.332,33.16,5
Candidate_014,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Active Listening,4.0,3.75,0.0,0.775,1,812,890,11,0.4384514673595585,43.85,0.4385,0.64,64.04,1
Candidate_014,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Speaking,4.0,3.62,0.0,0.762,2,812,890,11,0.4384514673595585,43.85,0.4385,0.633,63.26,2
Candidate_014,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Writing,3.75,3.5,0.0,0.725,3,812,890,11,0.4384514673595585,43.85,0.4385,0.61,61.04,3
Candidate_014,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Monitoring,3.12,3.25,0.0,0.637,4,812,890,11,0.4384514673595585,43.85,0.4385,0.558,55.76,4
Candidate_014,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Active Listening,3.25,3.75,0.0,0.7,1,396,422,11,0.2992257912289334,29.92,0.2992,0.54,53.97,1
Candidate_014,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Speaking,3.12,3.12,0.0,0.624,2,396,422,11,0.2992257912289334,29.92,0.2992,0.494,49.41,2
Candidate_014,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Writing,3.12,3.12,0.0,0.624,2,396,422,11,0.2992257912289334,29.92,0.2992,0.494,49.41,2
Candidate_014,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Monitoring,3.0,2.88,0.0,0.588,3,396,422,11,0.2992257912289334,29.92,0.2992,0.472,47.25,3
Candidate_014,Continuing Care Assistant,31-1131.00,Nursing Assistants,Active Listening,3.62,3.0,0.0,0.6619999999999999,1,819,1172,9,0.4396201180333152,43.96,0.4396,0.573,57.3,1
Candidate_014,Continuing Care Assistant,31-1131.00,Nursing Assistants,Monitoring,3.25,3.0,0.0,0.625,2,819,1172,9,0.4396201180333152,43.96,0.4396,0.551,55.08,2
Candidate_014,Continuing Care Assistant,31-1131.00,Nursing Assistants,Speaking,3.12,3.0,0.0,0.612,3,819,1172,9,0.4396201180333152,43.96,0.4396,0.543,54.3,3
Candidate_014,Continuing Care Assistant,31-1131.00,Nursing Assistants,Writing,2.75,2.75,0.0,0.55,4,819,1172,9,0.4396201180333152,43.96,0.4396,0.506,50.58,4
Candidate_014,Delivery Driver,53-3033.00,Light Truck Drivers,Active Listening,3.12,2.88,0.0,0.6,1,557,622,12,0.3705312074675783,37.05,0.3705,0.508,50.82,1
Candidate_014,Delivery Driver,53-3033.00,Light Truck Drivers,Speaking,3.12,2.88,0.0,0.6,1,557,622,12,0.3705312074675783,37.05,0.3705,0.508,50.82,1
Candidate_014,Delivery Driver,53-3033.00,Light Truck Drivers,Monitoring,3.12,2.75,0.0,0.587,2,557,622,12,0.3705312074675783,37.05,0.3705,0.5,50.04,2
Candidate_014,Delivery Driver,53-3033.00,Light Truck Drivers,Writing,2.75,2.5,0.0,0.525,3,557,622,12,0.3705312074675783,37.05,0.3705,0.463,46.32,3
Candidate_014,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Monitoring,3.12,3.0,0.0,0.612,1,1423,3705,12,0.8880268984746598,88.8,0.888,0.722,72.24,1
Candidate_014,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Active Listening,2.88,3.0,0.0,0.588,2,1423,3705,12,0.8880268984746598,88.8,0.888,0.708,70.8,2
Candidate_014,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Speaking,3.0,2.88,0.0,0.588,2,1423,3705,12,0.8880268984746598,88.8,0.888,0.708,70.8,2
Candidate_014,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Writing,2.75,2.62,0.0,0.537,3,1423,3705,12,0.8880268984746598,88.8,0.888,0.677,67.74,3
Candidate_014,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring,3.88,4.0,0.0,0.788,1,1061,2524,12,0.6833380235893983,68.33,0.6833,0.746,74.61,1
Candidate_014,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Speaking,3.88,4.0,0.0,0.788,1,1061,2524,12,0.6833380235893983,68.33,0.6833,0.746,74.61,1
Candidate_014,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Active Listening,3.75,3.0,0.0,0.675,2,1061,2524,12,0.6833380235893983,68.33,0.6833,0.678,67.83,2
Candidate_014,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Writing,3.0,3.12,0.0,0.612,3,1061,2524,12,0.6833380235893983,68.33,0.6833,0.641,64.05,3
Candidate_014,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Active Listening,4.0,4.12,0.0,0.812,1,347,357,10,0.266375870790639,26.64,0.2664,0.594,59.38,1
Candidate_014,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Speaking,4.0,4.0,0.0,0.8,2,347,357,10,0.266375870790639,26.64,0.2664,0.587,58.66,2
Candidate_014,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Writing,4.0,4.0,0.0,0.8,2,347,357,10,0.266375870790639,26.64,0.2664,0.587,58.66,2
Candidate_014,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Monitoring,3.62,4.0,0.0,0.762,3,347,357,10,0.266375870790639,26.64,0.2664,0.564,56.38,3
Candidate_014,Inside Sales Representative,41-2031.00,Retail Salespersons,Active Listening,3.75,3.75,0.0,0.75,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.796,79.58,1
Candidate_014,Inside Sales Representative,41-2031.00,Retail Salespersons,Speaking,3.75,3.12,0.0,0.687,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.758,75.8,2
Candidate_014,Inside Sales Representative,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,3,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,3
Candidate_014,Inside Sales Representative,41-2031.00,Retail Salespersons,Writing,3.0,3.0,0.0,0.6,4,1876,2449,13,0.8643994601889338,86.44,0.8644,0.706,70.58,4
Candidate_014,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Active Listening,3.88,4.0,0.0,0.788,1,437,527,10,0.3039192124973743,30.39,0.3039,0.594,59.44,1
Candidate_014,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Monitoring,3.88,4.0,0.0,0.788,1,437,527,10,0.3039192124973743,30.39,0.3039,0.594,59.44,1
Candidate_014,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Speaking,3.88,4.0,0.0,0.788,1,437,527,10,0.3039192124973743,30.39,0.3039,0.594,59.44,1
Candidate_014,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Writing,3.25,3.12,0.0,0.637,2,437,527,10,0.3039192124973743,30.39,0.3039,0.504,50.38,2
Candidate_014,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Active Listening,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_014,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_014,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Speaking,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_014,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Writing,3.75,3.75,0.0,0.75,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.661,66.14,2
Candidate_014,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_014,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Speaking,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_014,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Active Listening,4.0,3.88,0.0,0.788,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.684,68.42,2
Candidate_014,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Writing,3.75,3.75,0.0,0.75,3,676,1709,13,0.5286438829565303,52.86,0.5286,0.661,66.14,3
Candidate_014,Restaurant Manager,11-9051.00,Food Service Managers,Speaking,3.88,4.0,0.0,0.788,1,1139,1473,12,0.5865008675534992,58.65,0.5865,0.707,70.74,1
Candidate_014,Restaurant Manager,11-9051.00,Food Service Managers,Monitoring,3.88,3.88,0.0,0.776,2,1139,1473,12,0.5865008675534992,58.65,0.5865,0.7,70.02,2
Candidate_014,Restaurant Manager,11-9051.00,Food Service Managers,Active Listening,3.88,3.5,0.0,0.738,3,1139,1473,12,0.5865008675534992,58.65,0.5865,0.677,67.74,3
Candidate_014,Restaurant Manager,11-9051.00,Food Service Managers,Writing,3.0,3.12,0.0,0.612,4,1139,1473,12,0.5865008675534992,58.65,0.5865,0.602,60.18,4
Candidate_014,Retail Sales Associate,41-2031.00,Retail Salespersons,Active Listening,3.75,3.75,0.0,0.75,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.796,79.58,1
Candidate_014,Retail Sales Associate,41-2031.00,Retail Salespersons,Speaking,3.75,3.12,0.0,0.687,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.758,75.8,2
Candidate_014,Retail Sales Associate,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,3,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,3
Candidate_014,Retail Sales Associate,41-2031.00,Retail Salespersons,Writing,3.0,3.0,0.0,0.6,4,1876,2449,13,0.8643994601889338,86.44,0.8644,0.706,70.58,4
Candidate_014,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Speaking,4.0,4.12,0.0,0.812,1,681,740,9,0.3635561348837076,36.36,0.3636,0.633,63.26,1
Candidate_014,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Active Listening,4.0,4.0,0.0,0.8,2,681,740,9,0.3635561348837076,36.36,0.3636,0.625,62.54,2
Candidate_014,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Monitoring,3.88,4.0,0.0,0.788,3,681,740,9,0.3635561348837076,36.36,0.3636,0.618,61.82,3
Candidate_014,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Writing,3.62,3.75,0.0,0.737,4,681,740,9,0.3635561348837076,36.36,0.3636,0.588,58.76,4
Candidate_014,Software Developer,15-1252.00,Software Developers,Active Listening,3.38,3.88,0.0,0.726,1,323,344,8,0.2290858604605659,22.91,0.2291,0.527,52.72,1
Candidate_014,Software Developer,15-1252.00,Software Developers,Writing,3.25,3.62,0.0,0.687,2,323,344,8,0.2290858604605659,22.91,0.2291,0.504,50.38,2
Candidate_014,Software Developer,15-1252.00,Software Developers,Speaking,3.12,3.62,0.0,0.6739999999999999,3,323,344,8,0.2290858604605659,22.91,0.2291,0.496,49.6,3
Candidate_014,Software Developer,15-1252.00,Software Developers,Monitoring,3.0,3.5,0.0,0.6499999999999999,4,323,344,8,0.2290858604605659,22.91,0.2291,0.482,48.16,4
Candidate_016,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Writing,3.75,3.5,0.0,0.725,1,812,890,11,0.4384514673595585,43.85,0.4385,0.61,61.04,1
Candidate_016,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Monitoring,3.12,3.25,0.0,0.637,2,812,890,11,0.4384514673595585,43.85,0.4385,0.558,55.76,2
Candidate_016,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Writing,3.12,3.12,0.0,0.624,1,396,422,11,0.2992257912289334,29.92,0.2992,0.494,49.41,1
Candidate_016,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Monitoring,3.0,2.88,0.0,0.588,2,396,422,11,0.2992257912289334,29.92,0.2992,0.472,47.25,2
Candidate_016,Continuing Care Assistant,31-1131.00,Nursing Assistants,Monitoring,3.25,3.0,0.0,0.625,1,819,1172,9,0.4396201180333152,43.96,0.4396,0.551,55.08,1
Candidate_016,Continuing Care Assistant,31-1131.00,Nursing Assistants,Writing,2.75,2.75,0.0,0.55,2,819,1172,9,0.4396201180333152,43.96,0.4396,0.506,50.58,2
Candidate_016,Delivery Driver,53-3033.00,Light Truck Drivers,Monitoring,3.12,2.75,0.0,0.587,1,557,622,12,0.3705312074675783,37.05,0.3705,0.5,50.04,1
Candidate_016,Delivery Driver,53-3033.00,Light Truck Drivers,Writing,2.75,2.5,0.0,0.525,2,557,622,12,0.3705312074675783,37.05,0.3705,0.463,46.32,2
Candidate_016,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Monitoring,3.12,3.0,0.0,0.612,1,1423,3705,12,0.8880268984746598,88.8,0.888,0.722,72.24,1
Candidate_016,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Writing,2.75,2.62,0.0,0.537,2,1423,3705,12,0.8880268984746598,88.8,0.888,0.677,67.74,2
Candidate_016,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring,3.88,4.0,0.0,0.788,1,1061,2524,12,0.6833380235893983,68.33,0.6833,0.746,74.61,1
Candidate_016,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Writing,3.0,3.12,0.0,0.612,2,1061,2524,12,0.6833380235893983,68.33,0.6833,0.641,64.05,2
Candidate_016,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Writing,4.0,4.0,0.0,0.8,1,347,357,10,0.266375870790639,26.64,0.2664,0.587,58.66,1
Candidate_016,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Monitoring,3.62,4.0,0.0,0.762,2,347,357,10,0.266375870790639,26.64,0.2664,0.564,56.38,2
Candidate_016,Inside Sales Representative,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,1
Candidate_016,Inside Sales Representative,41-2031.00,Retail Salespersons,Writing,3.0,3.0,0.0,0.6,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.706,70.58,2
Candidate_016,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Monitoring,3.88,4.0,0.0,0.788,1,437,527,10,0.3039192124973743,30.39,0.3039,0.594,59.44,1
Candidate_016,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Writing,3.25,3.12,0.0,0.637,2,437,527,10,0.3039192124973743,30.39,0.3039,0.504,50.38,2
Candidate_016,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_016,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Writing,3.75,3.75,0.0,0.75,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.661,66.14,2
Candidate_016,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_016,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Writing,3.75,3.75,0.0,0.75,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.661,66.14,2
Candidate_016,Restaurant Manager,11-9051.00,Food Service Managers,Monitoring,3.88,3.88,0.0,0.776,1,1139,1473,12,0.5865008675534992,58.65,0.5865,0.7,70.02,1
Candidate_016,Restaurant Manager,11-9051.00,Food Service Managers,Writing,3.0,3.12,0.0,0.612,2,1139,1473,12,0.5865008675534992,58.65,0.5865,0.602,60.18,2
Candidate_016,Retail Sales Associate,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,1
Candidate_016,Retail Sales Associate,41-2031.00,Retail Salespersons,Writing,3.0,3.0,0.0,0.6,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.706,70.58,2
Candidate_016,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Monitoring,3.88,4.0,0.0,0.788,1,681,740,9,0.3635561348837076,36.36,0.3636,0.618,61.82,1
Candidate_016,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Writing,3.62,3.75,0.0,0.737,2,681,740,9,0.3635561348837076,36.36,0.3636,0.588,58.76,2
Candidate_016,Software Developer,15-1252.00,Software Developers,Writing,3.25,3.62,0.0,0.687,1,323,344,8,0.2290858604605659,22.91,0.2291,0.504,50.38,1
Candidate_016,Software Developer,15-1252.00,Software Developers,Monitoring,3.0,3.5,0.0,0.6499999999999999,2,323,344,8,0.2290858604605659,22.91,0.2291,0.482,48.16,2
Candidate_017,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Monitoring,3.12,3.25,0.0,0.637,1,812,890,11,0.4384514673595585,43.85,0.4385,0.558,55.76,1
Candidate_017,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Science,1.0,0.0,0.0,0.1,2,812,890,11,0.4384514673595585,43.85,0.4385,0.235,23.54,2
Candidate_017,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Monitoring,3.0,2.88,0.0,0.588,1,396,422,11,0.2992257912289334,29.92,0.2992,0.472,47.25,1
Candidate_017,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Science,1.12,0.12,0.0,0.12400000000000001,2,396,422,11,0.2992257912289334,29.92,0.2992,0.194,19.41,2
Candidate_017,Continuing Care Assistant,31-1131.00,Nursing Assistants,Monitoring,3.25,3.0,0.0,0.625,1,819,1172,9,0.4396201180333152,43.96,0.4396,0.551,55.08,1
Candidate_017,Continuing Care Assistant,31-1131.00,Nursing Assistants,Science,1.75,0.88,0.0,0.263,2,819,1172,9,0.4396201180333152,43.96,0.4396,0.334,33.36,2
Candidate_017,Delivery Driver,53-3033.00,Light Truck Drivers,Monitoring,3.12,2.75,0.0,0.587,1,557,622,12,0.3705312074675783,37.05,0.3705,0.5,50.04,1
Candidate_017,Delivery Driver,53-3033.00,Light Truck Drivers,Science,1.12,0.12,0.0,0.12400000000000001,2,557,622,12,0.3705312074675783,37.05,0.3705,0.223,22.26,2
Candidate_017,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Monitoring,3.12,3.0,0.0,0.612,1,1423,3705,12,0.8880268984746598,88.8,0.888,0.722,72.24,1
Candidate_017,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Science,1.0,0.0,0.0,0.1,2,1423,3705,12,0.8880268984746598,88.8,0.888,0.415,41.52,2
Candidate_017,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring,3.88,4.0,0.0,0.788,1,1061,2524,12,0.6833380235893983,68.33,0.6833,0.746,74.61,1
Candidate_017,Food Service Supervisor,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Science,1.0,0.0,0.0,0.1,2,1061,2524,12,0.6833380235893983,68.33,0.6833,0.333,33.33,2
Candidate_017,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Monitoring,3.62,4.0,0.0,0.762,1,347,357,10,0.266375870790639,26.64,0.2664,0.564,56.38,1
Candidate_017,Information Technology (IT) Analyst,15-1211.00,Computer Systems Analysts,Science,2.75,3.12,0.0,0.587,2,347,357,10,0.266375870790639,26.64,0.2664,0.459,45.88,2
Candidate_017,Inside Sales Representative,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,1
Candidate_017,Inside Sales Representative,41-2031.00,Retail Salespersons,Science,1.0,0.0,0.0,0.1,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.406,40.58,2
Candidate_017,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Monitoring,3.88,4.0,0.0,0.788,1,437,527,10,0.3039192124973743,30.39,0.3039,0.594,59.44,1
Candidate_017,Licensed Practical Nurse (L.P.N.),29-2061.00,Licensed Practical and Licensed Vocational Nurses,Science,2.62,2.62,0.0,0.524,2,437,527,10,0.3039192124973743,30.39,0.3039,0.436,43.6,2
Candidate_017,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_017,Office Administrator,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Science,1.38,0.38,0.0,0.176,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.317,31.7,2
Candidate_017,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Monitoring,4.0,4.0,0.0,0.8,1,676,1709,13,0.5286438829565303,52.86,0.5286,0.691,69.14,1
Candidate_017,Office Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Science,1.0,0.0,0.0,0.1,2,676,1709,13,0.5286438829565303,52.86,0.5286,0.271,27.14,2
Candidate_017,Restaurant Manager,11-9051.00,Food Service Managers,Monitoring,3.88,3.88,0.0,0.776,1,1139,1473,12,0.5865008675534992,58.65,0.5865,0.7,70.02,1
Candidate_017,Restaurant Manager,11-9051.00,Food Service Managers,Science,1.62,0.62,0.0,0.224,2,1139,1473,12,0.5865008675534992,58.65,0.5865,0.369,36.9,2
Candidate_017,Retail Sales Associate,41-2031.00,Retail Salespersons,Monitoring,3.0,3.12,0.0,0.612,1,1876,2449,13,0.8643994601889338,86.44,0.8644,0.713,71.3,1
Candidate_017,Retail Sales Associate,41-2031.00,Retail Salespersons,Science,1.0,0.0,0.0,0.1,2,1876,2449,13,0.8643994601889338,86.44,0.8644,0.406,40.58,2
Candidate_017,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Monitoring,3.88,4.0,0.0,0.788,1,681,740,9,0.3635561348837076,36.36,0.3636,0.618,61.82,1
Candidate_017,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Science,2.0,1.88,0.0,0.388,2,681,740,9,0.3635561348837076,36.36,0.3636,0.378,37.82,2
Candidate_017,Software Developer,15-1252.00,Software Developers,Monitoring,3.0,3.5,0.0,0.6499999999999999,1,323,344,8,0.2290858604605659,22.91,0.2291,0.482,48.16,1
Candidate_017,Software Developer,15-1252.00,Software Developers,Science,2.12,1.88,0.0,0.4,2,323,344,8,0.2290858604605659,22.91,0.2291,0.332,33.16,2
Candidate_019,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Active Listening,4.0,3.75,0.0,0.775,1,812,890,11,0.4384514673595585,43.85,0.4385,0.64,64.04,1
Candidate_019,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Speaking,4.0,3.62,0.0,0.762,2,812,890,11,0.4384514673595585,43.85,0.4385,0.633,63.26,2
Candidate_019,Administrative Assistant,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Science,1.0,0.0,0.0,0.1,3,812,890,11,0.4384514673595585,43.85,0.4385,0.235,23.54,3
Candidate_019,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Active Listening,3.25,3.75,0.0,0.7,1,396,422,11,0.2992257912289334,29.92,0.2992,0.54,53.97,1
Candidate_019,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Speaking,3.12,3.12,0.0,0.624,2,396,422,11,0.2992257912289334,29.92,0.2992,0.494,49.41,2
Candidate_019,Bookkeeper,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Science,1.12,0.12,0.0,0.12400000000000001,3,396,422,11,0.2992257912289334,29.92,0.2992,0.194,19.41,3
Candidate_019,Continuing Care Assistant,31-1131.00,Nursing Assistants,Active Listening,3.62,3.0,0.0,0.6619999999999999,1,819,1172,9,0.4396201180333152,43.96,0.4396,0.573,57.3,1
Candidate_019,Continuing Care Assistant,31-1131.00,Nursing Assistants,Speaking,3.12,3.0,0.0,0.612,2,819,1172,9,0.4396201180333152,43.96,0.4396,0.543,54.3,2
Candidate_019,Continuing Care Assistant,31-1131.00,Nursing Assistants,Science,1.75,0.88,0.0,0.263,3,819,1172,9,0.4396201180333152,43.96,0.4396,0.334,33.36,3
Candidate_019,Delivery Driver,53-3033.00,Light Truck Drivers,Active Listening,3.12,2.88,0.0,0.6,1,557,622,12,0.3705312074675783,37.05,0.3705,0.508,50.82,1
Candidate_019,Delivery Driver,53-3033.00,Light Truck Drivers,Speaking,3.12,2.88,0.0,0.6,1,557,622,12,0.3705312074675783,37.05,0.3705,0.508,50.82,1
Candidate_019,Delivery Driver,53-3033.00,Light Truck Drivers,Science,1.12,0.12,0.0,0.12400000000000001,2,557,622,12,0.3705312074675783,37.05,0.3705,0.223,22.26,2
Candidate_019,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Active Listening,2.88,3.0,0.0,0.588,1,1423,3705,12,0.8880268984746598,88.8,0.888,0.708,70.8,1
Candidate_019,"Driver, Truck",53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Speaking,3.0,2.88,0.0,0.588,1,1423,3705,12,0.8880268984746598,88.8,0.888,0.708,70.8,1
