candidate_id,selected_occupation,semantic_similarity_score,semantic_normalized_score,semantic_percentage,semantic_rank
Candidate_024,Continuing Care Assistant,0.44694510102272034,0.2587889881087392,25.88,9
Candidate_024,Delivery Driver,0.41090184450149536,0.0,0.0,15
Candidate_024,"Driver, Truck",0.43311938643455505,0.15952096869310825,15.95,12
Candidate_024,Food Service Supervisor,0.47109273076057434,0.43216790189816806,43.22,6
Candidate_024,Information Technology (IT) Analyst,0.502112865447998,0.6548910973460569,65.49,2
Candidate_024,Inside Sales Representative,0.4336245059967041,0.16314770481462113,16.31,11
Candidate_024,Licensed Practical Nurse (L.P.N.),0.41988518834114075,0.06450001155488527,6.45,14
Candidate_024,Office Administrator,0.4773111343383789,0.47681576462955466,47.68,4
Candidate_024,Office Manager,0.4664445221424103,0.39879396954816976,39.88,7
Candidate_024,Restaurant Manager,0.44277918338775635,0.2288778836928044,22.89,10
Candidate_024,Retail Sales Associate,0.43107765913009644,0.1448614569255275,14.49,13
Candidate_024,Secondary School Teacher,0.4641026258468628,0.38197925769705143,38.2,8
Candidate_024,Software Developer,0.5501784682273865,1.0,100.0,1
Candidate_025,Administrative Assistant,0.45060989260673523,0.4435677517800166,44.36,3
Candidate_025,Bookkeeper,0.4321112334728241,0.3272250371729061,32.72,8
Candidate_025,Continuing Care Assistant,0.4273860454559326,0.29750714265230394,29.75,10
Candidate_025,Delivery Driver,0.3954509496688843,0.09665930237331176,9.67,14
Candidate_025,"Driver, Truck",0.404514342546463,0.15366125712554893,15.37,13
Candidate_025,Food Service Supervisor,0.4148605465888977,0.21873113356698892,21.87,11
Candidate_025,Information Technology (IT) Analyst,0.537418782711029,0.989530670154444,98.95,2
Candidate_025,Inside Sales Representative,0.43816328048706055,0.3652878812671233,36.53,6
Candidate_025,Licensed Practical Nurse (L.P.N.),0.40914008021354675,0.18275368341185894,18.28,12
Candidate_025,Office Administrator,0.4419683814048767,0.3892191168733411,38.92,5
Candidate_025,Office Manager,0.4284510910511017,0.3042054819657284,30.42,9
Candidate_025,Restaurant Manager,0.38008198142051697,0.0,0.0,15
Candidate_025,Retail Sales Associate,0.433780699968338,0.3377247313738578,33.77,7
Candidate_025,Secondary School Teacher,0.4421823024749756,0.39056452022537846,39.06,4
Candidate_025,Software Developer,0.5390834212303162,1.0,100.0,1
Candidate_026,Administrative Assistant,0.4637817144393921,0.489619545967909,48.96,7
Candidate_026,Bookkeeper,0.47530508041381836,0.5757524319965427,57.58,4
Candidate_026,Continuing Care Assistant,0.4442509114742279,0.34363403881838495,34.36,9
Candidate_026,Delivery Driver,0.39827752113342285,0.0,0.0,15
Candidate_026,"Driver, Truck",0.42452922463417053,0.19622174551303043,19.62,12
Candidate_026,Food Service Supervisor,0.4875932037830353,0.667601595861986,66.76,3
Candidate_026,Information Technology (IT) Analyst,0.4977825880050659,0.7437634631363456,74.38,2
Candidate_026,Inside Sales Representative,0.4291931092739105,0.23108255311186404,23.11,11
Candidate_026,Licensed Practical Nurse (L.P.N.),0.42196929454803467,0.17708721773358194,17.71,14
Candidate_026,Office Administrator,0.4640820622444153,0.49186453439545924,49.19,6
Candidate_026,Office Manager,0.4671739339828491,0.5149751287003437,51.5,5
Candidate_026,Restaurant Manager,0.4363439083099365,0.28453212329392685,28.45,10
Candidate_026,Retail Sales Associate,0.42322006821632385,0.18643628692547076,18.64,13
Candidate_026,Secondary School Teacher,0.4592883288860321,0.4560331557925736,45.6,8
Candidate_026,Software Developer,0.5320634245872498,1.0,100.0,1
Candidate_027,Administrative Assistant,0.4438432455062866,0.5073880397225627,50.74,3
Candidate_027,Bookkeeper,0.4381104111671448,0.47291768882606705,47.29,5
Candidate_027,Continuing Care Assistant,0.42025643587112427,0.3655654164694026,36.56,9
Candidate_027,Delivery Driver,0.3594585061073303,0.0,0.0,15
Candidate_027,"Driver, Truck",0.3872408866882324,0.1670497263151406,16.7,14
Candidate_027,Food Service Supervisor,0.42958056926727295,0.4216295081485442,42.16,7
Candidate_027,Information Technology (IT) Analyst,0.4889688193798065,0.7787188115199589,77.87,2
Candidate_027,Inside Sales Representative,0.4100944995880127,0.3044637887675419,30.45,11
Candidate_027,Licensed Practical Nurse (L.P.N.),0.39600497484207153,0.2197463814213263,21.97,12
Candidate_027,Office Administrator,0.43156805634498596,0.4335798581705673,43.36,6
Candidate_027,Office Manager,0.4251366853713989,0.39490935051409315,39.49,8
Candidate_027,Restaurant Manager,0.39430293440818787,0.20951236321580874,20.95,13
Candidate_027,Retail Sales Associate,0.4106568992137909,0.3078453817628724,30.78,10
Candidate_027,Secondary School Teacher,0.4410010576248169,0.49029854998811934,49.03,4
Candidate_027,Software Developer,0.5257705450057983,1.0,100.0,1
Candidate_028,Administrative Assistant,0.5250725746154785,0.5482543702708914,54.83,3
Candidate_028,Bookkeeper,0.4922608435153961,0.3415182494580819,34.15,6
Candidate_028,Continuing Care Assistant,0.4917476177215576,0.338284579482072,33.83,7
Candidate_028,Delivery Driver,0.43805742263793945,0.0,0.0,15
Candidate_028,"Driver, Truck",0.454097718000412,0.10106472071877193,10.11,13
Candidate_028,Food Service Supervisor,0.4881106913089752,0.3153694807350558,31.54,8
Candidate_028,Information Technology (IT) Analyst,0.5546729564666748,0.7347568166010957,73.48,2
Candidate_028,Inside Sales Representative,0.47408923506736755,0.22702481331428545,22.7,10
Candidate_028,Licensed Practical Nurse (L.P.N.),0.4425754249095917,0.028466473183504058,2.85,14
Candidate_028,Office Administrator,0.50572270154953,0.4263370693009219,42.63,5
Candidate_028,Office Manager,0.4874439835548401,0.31116877049562036,31.12,9
Candidate_028,Restaurant Manager,0.4608982801437378,0.1439128664800936,14.39,12
Candidate_028,Retail Sales Associate,0.4669405519962311,0.18198327001566794,18.2,11
Candidate_028,Secondary School Teacher,0.5092113018035889,0.4483176128263714,44.83,4
Candidate_028,Software Developer,0.5967705249786377,1.0,100.0,1
Candidate_029,Administrative Assistant,0.47319984436035156,0.4844576405510844,48.45,3
Candidate_029,Bookkeeper,0.45950445532798767,0.379290829288186,37.93,6
Candidate_029,Continuing Care Assistant,0.4481014311313629,0.2917270740214466,29.17,8
Candidate_029,Delivery Driver,0.4101111590862274,0.0,0.0,15
Candidate_029,"Driver, Truck",0.4381267726421356,0.21513173056172374,21.51,12
Candidate_029,Food Service Supervisor,0.44508084654808044,0.268532022897086,26.85,9
Candidate_029,Information Technology (IT) Analyst,0.49829575419425964,0.677168983524726,67.72,2
Candidate_029,Inside Sales Representative,0.4427960216999054,0.25098686642077295,25.1,11
Candidate_029,Licensed Practical Nurse (L.P.N.),0.4347776770591736,0.18941404541656645,18.94,13
Candidate_029,Office Administrator,0.46218639612197876,0.3998854367603365,39.99,5
Candidate_029,Office Manager,0.45604005455970764,0.3526877163079147,35.27,7
Candidate_029,Restaurant Manager,0.4196406900882721,0.0731772121220998,7.32,14
Candidate_029,Retail Sales Associate,0.4443137049674988,0.26264114724351373,26.26,10
Candidate_029,Secondary School Teacher,0.4689365029335022,0.4517194669857167,45.17,4
Candidate_029,Software Developer,0.540336549282074,1.0,100.0,1
Candidate_030,Administrative Assistant,0.44455915689468384,0.4596495976180305,45.96,4
Candidate_030,Bookkeeper,0.4209308922290802,0.30233718654653907,30.23,9
Candidate_030,Continuing Care Assistant,0.42064937949180603,0.30046292925025936,30.05,10
Candidate_030,Delivery Driver,0.3755199611186981,0.0,0.0,15
Candidate_030,"Driver, Truck",0.3984883427619934,0.1529190376801909,15.29,12
Candidate_030,Food Service Supervisor,0.4284321665763855,0.35227921870098455,35.23,5
Candidate_030,Information Technology (IT) Analyst,0.4837513864040375,0.7205838730140085,72.06,2
Candidate_030,Inside Sales Representative,0.4257344901561737,0.3343186114384458,33.43,7
Candidate_030,Licensed Practical Nurse (L.P.N.),0.390867680311203,0.1021821426495125,10.22,14
Candidate_030,Office Administrator,0.4273903965950012,0.3453433158798166,34.53,6
Candidate_030,Office Manager,0.4109121561050415,0.2356343813313973,23.56,11
Candidate_030,Restaurant Manager,0.3934914469718933,0.1196506730440887,11.97,13
Candidate_030,Retail Sales Associate,0.42124104499816895,0.3044021236291542,30.44,8
Candidate_030,Secondary School Teacher,0.4578202962875366,0.5479396959798312,54.79,3
Candidate_030,Software Developer,0.5257195830345154,1.0,100.0,1
Candidate_031,Administrative Assistant,0.47694677114486694,0.5599831659431824,56.0,3
Candidate_031,Bookkeeper,0.43717333674430847,0.33745630998675086,33.75,12
Candidate_031,Continuing Care Assistant,0.4675127863883972,0.5072013280496804,50.72,4
Candidate_031,Delivery Driver,0.3768579363822937,0.0,0.0,15
Candidate_031,"Driver, Truck",0.41078031063079834,0.18979098490904173,18.98,14
Candidate_031,Food Service Supervisor,0.46450868248939514,0.49039378287068025,49.04,6
Candidate_031,Information Technology (IT) Analyst,0.551795244216919,0.9787500045853463,97.88,2
Candidate_031,Inside Sales Representative,0.44710633158683777,0.39303004018764237,39.3,11
Candidate_031,Licensed Practical Nurse (L.P.N.),0.4516049027442932,0.4181989226603812,41.82,9
Candidate_031,Office Administrator,0.46280792355537415,0.4808782722281748,48.09,7
Candidate_031,Office Manager,0.4558201730251312,0.441782775971985,44.18,8
Candidate_031,Restaurant Manager,0.435202419757843,0.3264293024637816,32.64,13
Candidate_031,Retail Sales Associate,0.44969528913497925,0.40751489904067884,40.75,10
Candidate_031,Secondary School Teacher,0.46583542227745056,0.49781670820156715,49.78,5
Candidate_031,Software Developer,0.5555933713912964,1.0,100.0,1
Candidate_032,Administrative Assistant,0.4880431890487671,0.41350258489917474,41.35,7
Candidate_032,Bookkeeper,0.5037834644317627,0.516948692762772,51.69,4
Candidate_032,Continuing Care Assistant,0.4652130603790283,0.26346150267891333,26.35,12
Candidate_032,Delivery Driver,0.42512497305870056,0.0,0.0,15
Candidate_032,"Driver, Truck",0.4398294985294342,0.09663909245017495,9.66,14
Candidate_032,Food Service Supervisor,0.512231171131134,0.5724675675702143,57.25,3
Candidate_032,Information Technology (IT) Analyst,0.5626416206359863,0.9037683021536093,90.38,2
Candidate_032,Inside Sales Representative,0.47497302293777466,0.32760460786800416,32.76,9
Candidate_032,Licensed Practical Nurse (L.P.N.),0.4503200352191925,0.16558357808021168,16.56,13
Candidate_032,Office Administrator,0.4971356987953186,0.4732591470371346,47.33,6
Candidate_032,Office Manager,0.5024478435516357,0.5081709059535433,50.82,5
Candidate_032,Restaurant Manager,0.46611925959587097,0.2694171025429845,26.94,10
Candidate_032,Retail Sales Associate,0.46577492356300354,0.26715410386407906,26.72,11
Candidate_032,Secondary School Teacher,0.48221707344055176,0.3752129763015817,37.52,8
Candidate_032,Software Developer,0.5772841572761536,1.0,100.0,1
Candidate_033,Administrative Assistant,0.5070410966873169,0.547006340348158,54.7,3
Candidate_033,Bookkeeper,0.49965888261795044,0.49445699512005126,49.45,6
Candidate_033,Continuing Care Assistant,0.4864594340324402,0.40049841114740425,40.05,9
Candidate_033,Delivery Driver,0.4301967918872833,0.0,0.0,15
Candidate_033,"Driver, Truck",0.45858776569366455,0.20209751029906153,20.21,12
Candidate_033,Food Service Supervisor,0.5033009648323059,0.5203826908304356,52.04,5
Candidate_033,Information Technology (IT) Analyst,0.5407754182815552,0.787139787418969,78.71,2
Candidate_033,Inside Sales Representative,0.45735639333724976,0.19333214391255932,19.33,13
Candidate_033,Licensed Practical Nurse (L.P.N.),0.4707631468772888,0.2887664016492924,28.88,10
Candidate_033,Office Administrator,0.5036972761154175,0.5232037819337733,52.32,4
Candidate_033,Office Manager,0.4980473816394806,0.4829857318300243,48.3,7
Candidate_033,Restaurant Manager,0.4671226739883423,0.26285216171568504,26.29,11
Candidate_033,Retail Sales Associate,0.4553872048854828,0.17931472816184213,17.93,14
Candidate_033,Secondary School Teacher,0.4904222786426544,0.4287074128846516,42.87,8
Candidate_033,Software Developer,0.5706783533096313,1.0,100.0,1
Candidate_034,Administrative Assistant,0.5073021054267883,0.579553601197418,57.96,3
Candidate_034,Bookkeeper,0.4844115674495697,0.4421683811818779,44.22,8
Candidate_034,Continuing Care Assistant,0.47912701964378357,0.4104513999688053,41.05,9
Candidate_034,Delivery Driver,0.41073936223983765,0.0,0.0,15
Candidate_034,"Driver, Truck",0.44092079997062683,0.18114399352066363,18.11,14
Candidate_034,Food Service Supervisor,0.4877152740955353,0.46199668162962176,46.2,6
Candidate_034,Information Technology (IT) Analyst,0.5555148720741272,0.8689186462651519,86.89,2
Candidate_034,Inside Sales Representative,0.4579152464866638,0.2831418485283407,28.31,12
Candidate_034,Licensed Practical Nurse (L.P.N.),0.45205366611480713,0.247961613366207,24.8,13
Candidate_034,Office Administrator,0.4962695240974426,0.5133378742110106,51.33,4
Candidate_034,Office Manager,0.48765501379966736,0.46163500930832224,46.16,7
Candidate_034,Restaurant Manager,0.4579247832298279,0.2831990864822555,28.32,11
Candidate_034,Retail Sales Associate,0.45966434478759766,0.29363964701353823,29.36,10
Candidate_034,Secondary School Teacher,0.4920090436935425,0.48776717603675823,48.78,5
Candidate_034,Software Developer,0.5773550868034363,1.0,100.0,1
Candidate_035,Administrative Assistant,0.4939607083797455,0.5190446362692123,51.9,4
Candidate_035,Bookkeeper,0.4839824140071869,0.4610940404260515,46.11,7
Candidate_035,Continuing Care Assistant,0.48251762986183167,0.4525870640996772,45.26,8
Candidate_035,Delivery Driver,0.40458837151527405,0.0,0.0,15
Candidate_035,"Driver, Truck",0.43257462978363037,0.1625348262456576,16.25,14
Candidate_035,Food Service Supervisor,0.5036618709564209,0.5753857433461685,57.54,3
Candidate_035,Information Technology (IT) Analyst,0.5652668476104736,0.9331668400659027,93.32,2
Candidate_035,Inside Sales Representative,0.465582013130188,0.35423066731214686,35.42,11
Candidate_035,Licensed Practical Nurse (L.P.N.),0.4638819396495819,0.3443572092340588,34.44,12
Candidate_035,Office Administrator,0.489124596118927,0.490958114002483,49.1,5
Candidate_035,Office Manager,0.48709118366241455,0.47914873465866775,47.91,6
Candidate_035,Restaurant Manager,0.46323809027671814,0.3406179474526755,34.06,13
Candidate_035,Retail Sales Associate,0.4667014181613922,0.360731797277456,36.07,10
Candidate_035,Secondary School Teacher,0.48186174035072327,0.448777877222956,44.88,9
Candidate_035,Software Developer,0.5767745971679688,1.0,100.0,1
Candidate_036,Administrative Assistant,0.48336872458457947,0.602512544305148,60.25,3
Candidate_036,Bookkeeper,0.45711684226989746,0.41604841263524395,41.6,8
Candidate_036,Continuing Care Assistant,0.43688032031059265,0.2723107008045629,27.23,9
Candidate_036,Delivery Driver,0.39854228496551514,0.0,0.0,15
Candidate_036,"Driver, Truck",0.42747730016708374,0.20552211912813903,20.55,12
Candidate_036,Food Service Supervisor,0.4826592803001404,0.5974734423131309,59.75,4
Candidate_036,Information Technology (IT) Analyst,0.5292165875434875,0.9281646957614389,92.82,2
Candidate_036,Inside Sales Representative,0.43077200651168823,0.2289240432374214,22.89,10
Candidate_036,Licensed Practical Nurse (L.P.N.),0.4122953712940216,0.09768660659399465,9.77,14
Candidate_036,Office Administrator,0.4780617952346802,0.5648180292528285,56.48,5
Candidate_036,Office Manager,0.46480992436408997,0.47069149900001184,47.07,7
Candidate_036,Restaurant Manager,0.42863625288009644,0.21375402831803858,21.38,11
Candidate_036,Retail Sales Associate,0.42257368564605713,0.17069230339352454,17.07,13
Candidate_036,Secondary School Teacher,0.4754925072193146,0.5465686689573536,54.66,6
Candidate_036,Software Developer,0.5393301248550415,1.0,100.0,1
Candidate_037,Administrative Assistant,0.4481714963912964,0.5777506070495959,57.78,3
Candidate_037,Bookkeeper,0.4322164058685303,0.4756319896539293,47.56,7
Candidate_037,Continuing Care Assistant,0.4162742495536804,0.3735961560837528,37.36,9
Candidate_037,Delivery Driver,0.35790330171585083,0.0,0.0,15
Candidate_037,"Driver, Truck",0.3776058852672577,0.12610399098152242,12.61,14
Candidate_037,Food Service Supervisor,0.43238794803619385,0.47672992444545326,47.67,6
Candidate_037,Information Technology (IT) Analyst,0.5111807584762573,0.9810337296402337,98.1,2
Candidate_037,Inside Sales Representative,0.40173783898353577,0.28055762727059436,28.06,11
Candidate_037,Licensed Practical Nurse (L.P.N.),0.39633435010910034,0.2459732535760133,24.6,12
Candidate_037,Office Administrator,0.44485965371131897,0.5565535605628538,55.66,4
Candidate_037,Office Manager,0.4316869080066681,0.4722430029546577,47.22,8
Candidate_037,Restaurant Manager,0.3886988162994385,0.19710294760012742,19.71,13
Candidate_037,Retail Sales Associate,0.4019608199596405,0.28198478990266224,28.2,10
Candidate_037,Secondary School Teacher,0.4331240653991699,0.48144135414500905,48.14,5
Candidate_037,Software Developer,0.5141440629959106,1.0,100.0,1
Candidate_038,Administrative Assistant,0.46073970198631287,0.4706945394158445,47.07,3
Candidate_038,Bookkeeper,0.4336682856082916,0.3081787640252034,30.82,9
Candidate_038,Continuing Care Assistant,0.4442247450351715,0.37155155417341607,37.16,7
Candidate_038,Delivery Driver,0.3823327422142029,0.0,0.0,15
Candidate_038,"Driver, Truck",0.39749228954315186,0.09100615772492299,9.1,14
Candidate_038,Food Service Supervisor,0.44881775975227356,0.39912445016479403,39.91,4
Candidate_038,Information Technology (IT) Analyst,0.5156412124633789,0.8002806024687436,80.03,2
Candidate_038,Inside Sales Representative,0.41895073652267456,0.2198260207442585,21.98,10
Candidate_038,Licensed Practical Nurse (L.P.N.),0.40970826148986816,0.1643413731916223,16.43,12
Candidate_038,Office Administrator,0.4474916458129883,0.39116349119279664,39.12,5
Candidate_038,Office Manager,0.44121524691581726,0.35348486296029524,35.35,8
Candidate_038,Restaurant Manager,0.40391311049461365,0.1295517838938763,12.96,13
Candidate_038,Retail Sales Associate,0.4122307002544403,0.1794841380169113,17.95,11
Candidate_038,Secondary School Teacher,0.4453200101852417,0.37812667616321033,37.81,6
Candidate_038,Software Developer,0.5489099025726318,1.0,100.0,1
Candidate_039,Administrative Assistant,0.4621957540512085,0.3882750540546264,38.83,7
Candidate_039,Bookkeeper,0.4570354223251343,0.3552399647655223,35.52,10
Candidate_039,Continuing Care Assistant,0.4428243339061737,0.26426430666129663,26.43,11
Candidate_039,Delivery Driver,0.4015442430973053,0.0,0.0,15
Candidate_039,"Driver, Truck",0.42343565821647644,0.1401430938000636,14.01,14
Candidate_039,Food Service Supervisor,0.4818176329135895,0.513889172419043,51.39,3
Candidate_039,Information Technology (IT) Analyst,0.5390428900718689,0.8802302489555862,88.02,2
Candidate_039,Inside Sales Representative,0.4599860608577728,0.3741291782036941,37.41,8
Candidate_039,Licensed Practical Nurse (L.P.N.),0.4360825717449188,0.22110531480082732,22.11,12
Candidate_039,Office Administrator,0.46587127447128296,0.41180477107796554,41.18,5
Candidate_039,Office Manager,0.46585533022880554,0.4117027002224763,41.17,6
Candidate_039,Restaurant Manager,0.4293583929538727,0.1780588870613648,17.81,13
Candidate_039,Retail Sales Associate,0.4577069878578186,0.3595391510413994,35.95,9
Candidate_039,Secondary School Teacher,0.4687007665634155,0.42991843680106506,42.99,4
Candidate_039,Software Developer,0.5577518343925476,1.0,100.0,1
Candidate_040,Administrative Assistant,0.47951585054397583,0.5027811900762866,50.28,4
Candidate_040,Bookkeeper,0.4814987778663635,0.5150739633792267,51.51,3
Candidate_040,Continuing Care Assistant,0.4515277147293091,0.32927417100545375,32.93,9
Candidate_040,Delivery Driver,0.3984130322933197,0.0,0.0,15
Candidate_040,"Driver, Truck",0.4180959463119507,0.1220204075260535,12.2,14
Candidate_040,Food Service Supervisor,0.45377203822135925,0.34318741915870177,34.32,8
Candidate_040,Information Technology (IT) Analyst,0.5205582976341248,0.7572158797297645,75.72,2
Candidate_040,Inside Sales Representative,0.4363155961036682,0.2349695923095157,23.5,12
Candidate_040,Licensed Practical Nurse (L.P.N.),0.43792951107025146,0.24497474509067804,24.5,11
Candidate_040,Office Administrator,0.4759189188480377,0.4804827097310337,48.05,5
Candidate_040,Office Manager,0.4681234657764435,0.4321563105126158,43.22,7
Candidate_040,Restaurant Manager,0.44320356845855713,0.27767024085048786,27.77,10
Candidate_040,Retail Sales Associate,0.4316231906414032,0.20587993484105915,20.59,13
Candidate_040,Secondary School Teacher,0.473807156085968,0.4673912461102414,46.74,6
Candidate_040,Software Developer,0.5597214102745056,1.0,100.0,1
Candidate_041,Administrative Assistant,0.5202568769454956,0.7492095908349041,74.92,3
Candidate_041,Bookkeeper,0.4959425628185272,0.5828269065619409,58.28,5
Candidate_041,Continuing Care Assistant,0.4812876582145691,0.48254349519208123,48.25,9
Candidate_041,Delivery Driver,0.4107712209224701,0.0,0.0,15
Candidate_041,"Driver, Truck",0.43829265236854553,0.18832896602061436,18.83,14
Candidate_041,Food Service Supervisor,0.4903075397014618,0.5442664821443903,54.43,7
Candidate_041,Information Technology (IT) Analyst,0.5472198724746704,0.9337171837185603,93.37,2
Candidate_041,Inside Sales Representative,0.44686055183410645,0.24695904311087263,24.7,11
Candidate_041,Licensed Practical Nurse (L.P.N.),0.4414423108100891,0.20988205706445207,20.99,13
Candidate_041,Office Administrator,0.513043224811554,0.6998466189168371,69.98,4
Candidate_041,Office Manager,0.4888598322868347,0.5343598302672412,53.44,8
Candidate_041,Restaurant Manager,0.4552898705005646,0.30464081274639426,30.46,10
Candidate_041,Retail Sales Associate,0.44395506381988525,0.22707680862115484,22.71,12
Candidate_041,Secondary School Teacher,0.4925006031990051,0.5592736005684135,55.93,6
Candidate_041,Software Developer,0.5569061040878296,1.0,100.0,1
Candidate_042,Administrative Assistant,0.5210174322128296,0.5258159344707581,52.58,3
Candidate_042,Bookkeeper,0.4894654154777527,0.2943511943048012,29.44,8
Candidate_042,Continuing Care Assistant,0.5109438896179199,0.4519166988415722,45.19,4
Candidate_042,Delivery Driver,0.4493410587310791,0.0,0.0,15
Candidate_042,"Driver, Truck",0.45633018016815186,0.051272005558424455,5.13,13
Candidate_042,Food Service Supervisor,0.48742610216140747,0.27939084705194056,27.94,10
Candidate_042,Information Technology (IT) Analyst,0.5749974846839905,0.9218121373217681,92.18,2
Candidate_042,Inside Sales Representative,0.4875785708427429,0.28050935316852493,28.05,9
Candidate_042,Licensed Practical Nurse (L.P.N.),0.47305232286453247,0.17394519145125512,17.39,12
Candidate_042,Office Administrator,0.505580723285675,0.41257265589233655,41.26,5
Candidate_042,Office Manager,0.49612870812416077,0.34323292868014965,34.32,6
Candidate_042,Restaurant Manager,0.4521598517894745,0.020678589527931827,2.07,14
Candidate_042,Retail Sales Associate,0.480842262506485,0.23109197767010542,23.11,11
Candidate_042,Secondary School Teacher,0.4954308271408081,0.3381132926887392,33.81,7
Candidate_042,Software Developer,0.5856556296348572,1.0,100.0,1
Candidate_043,Administrative Assistant,0.5192685127258301,0.43455458255472407,43.46,3
Candidate_043,Bookkeeper,0.5050550699234009,0.3484639856514468,34.85,7
Candidate_043,Continuing Care Assistant,0.49343159794807434,0.27806080083873186,27.81,9
Candidate_043,Delivery Driver,0.44752413034439087,0.0,0.0,15
Candidate_043,"Driver, Truck",0.46491408348083496,0.10533066945473765,10.53,14
Candidate_043,Food Service Supervisor,0.5026654005050659,0.33398979600678147,33.4,8
Candidate_043,Information Technology (IT) Analyst,0.5747132301330566,0.7703823537056987,77.04,2
Candidate_043,Inside Sales Representative,0.4894337058067322,0.2538456317493509,25.38,11
Candidate_043,Licensed Practical Nurse (L.P.N.),0.47493499517440796,0.16602717213931498,16.6,12
Candidate_043,Office Administrator,0.5157071352005005,0.41298337554911807,41.3,4
Candidate_043,Office Manager,0.5053762793540955,0.35040954606237923,35.04,6
Candidate_043,Restaurant Manager,0.47073715925216675,0.14060094675034732,14.06,13
Candidate_043,Retail Sales Associate,0.48959845304489136,0.2548435031495767,25.48,10
Candidate_043,Secondary School Teacher,0.5144405961036682,0.40531196839159306,40.53,5
Candidate_043,Software Developer,0.6126227974891663,1.0,100.0,1
Candidate_044,Administrative Assistant,0.5323465466499329,0.6475515434957684,64.76,4
Candidate_044,Bookkeeper,0.5272988677024841,0.6129490941199208,61.29,6
Candidate_044,Continuing Care Assistant,0.49224042892456055,0.37261925824109593,37.26,9
Candidate_044,Delivery Driver,0.4378840923309326,0.0,0.0,15
Candidate_044,"Driver, Truck",0.46104153990745544,0.15874710253620272,15.87,14
Candidate_044,Food Service Supervisor,0.5305007100105286,0.634898110197806,63.49,5
Candidate_044,Information Technology (IT) Analyst,0.5748003125190735,0.9385772405725425,93.86,2
Candidate_044,Inside Sales Representative,0.4773223102092743,0.27035375106388454,27.04,12
Candidate_044,Licensed Practical Nurse (L.P.N.),0.4830651879310608,0.30972187207725427,30.97,11
Candidate_044,Office Administrator,0.5350756049156189,0.6662595678105613,66.63,3
Candidate_044,Office Manager,0.5230623483657837,0.5839072419331707,58.39,7
Candidate_044,Restaurant Manager,0.48814648389816284,0.3445547701866349,34.46,10
Candidate_044,Retail Sales Associate,0.47188109159469604,0.23305353969663303,23.31,13
Candidate_044,Secondary School Teacher,0.5111967325210571,0.5025670109369171,50.26,8
Candidate_044,Software Developer,0.5837604403495789,1.0,100.0,1
Candidate_045,Administrative Assistant,0.5037365555763245,0.627235597949905,62.72,3
Candidate_045,Bookkeeper,0.47599756717681885,0.4724530962620024,47.25,7
Candidate_045,Continuing Care Assistant,0.4746321141719818,0.46483392035760257,46.48,8
Candidate_045,Delivery Driver,0.39132797718048096,0.0,0.0,15
Candidate_045,"Driver, Truck",0.4038662016391754,0.06996281625308895,7.0,14
Candidate_045,Food Service Supervisor,0.4513106644153595,0.3347011165101823,33.47,11
Candidate_045,Information Technology (IT) Analyst,0.5564730763435364,0.9215033807941624,92.15,2
Candidate_045,Inside Sales Representative,0.45616114139556885,0.36176659382909443,36.18,9
Candidate_045,Licensed Practical Nurse (L.P.N.),0.4538653790950775,0.3489563273899205,34.9,10
Candidate_045,Office Administrator,0.49780550599098206,0.5941405665366233,59.41,4
Candidate_045,Office Manager,0.47999754548072815,0.4947728232707728,49.48,5
Candidate_045,Restaurant Manager,0.42982229590415955,0.21479683638818767,21.48,13
Candidate_045,Retail Sales Associate,0.4472777843475342,0.3121977989084342,31.22,12
Candidate_045,Secondary School Teacher,0.47784119844436646,0.48274048871017633,48.27,6
Candidate_045,Software Developer,0.5705406665802002,1.0,100.0,1
Candidate_046,Administrative Assistant,0.5169727802276611,0.6510348365426936,65.1,3
Candidate_046,Bookkeeper,0.4805609881877899,0.4216220976432645,42.16,7
Candidate_046,Continuing Care Assistant,0.4827270805835724,0.43526957724771637,43.53,6
Candidate_046,Delivery Driver,0.4136422276496887,0.0,0.0,15
Candidate_046,"Driver, Truck",0.43418726325035095,0.12944413399848884,12.94,13
Candidate_046,Food Service Supervisor,0.46734124422073364,0.33833101249945546,33.83,9
Candidate_046,Information Technology (IT) Analyst,0.5481593608856201,0.8475260962372448,84.75,2
Candidate_046,Inside Sales Representative,0.45397698879241943,0.254129431928966,25.41,11
Candidate_046,Licensed Practical Nurse (L.P.N.),0.45622360706329346,0.2682842653471712,26.83,10
Candidate_046,Office Administrator,0.5041776299476624,0.5704189067595601,57.04,4
Candidate_046,Office Manager,0.47947952151298523,0.41480830963679327,41.48,8
Candidate_046,Restaurant Manager,0.4318207800388336,0.11453409072132117,11.45,14
Candidate_046,Retail Sales Associate,0.45048272609710693,0.23211380648301286,23.21,12
Candidate_046,Secondary School Teacher,0.4968123733997345,0.5240140586953158,52.4,5
Candidate_046,Software Developer,0.5723596215248108,1.0,100.0,1
Candidate_047,Administrative Assistant,0.5254520177841187,0.6032394873234406,60.32,3
Candidate_047,Bookkeeper,0.5006067156791687,0.4363216774311872,43.63,7
Candidate_047,Continuing Care Assistant,0.4988517165184021,0.4245310936403167,42.45,8
Candidate_047,Delivery Driver,0.43566131591796875,0.0,0.0,15
Candidate_047,"Driver, Truck",0.4511883556842804,0.10431507175701883,10.43,14
Candidate_047,Food Service Supervisor,0.5075808167457581,0.48317567305116393,48.32,5
