candidate_id,recommended_occupation,recommendation_rank,recommendation_score,recommendation_percentage,skill_percentage,semantic_percentage,demand_percentage,education_percentage,recommendation_label,recommendation_summary
Candidate_001,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_023,Office Manager,2,0.6299453743700698,62.99,100.0,21.2,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 62.99% | Skill: 100.0% | Semantic: 21.2% | Demand: 52.86% | Education: 100.0%
Candidate_023,Secondary School Teacher,3,0.5955603400138937,59.56,78.23,42.59,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 59.56% | Skill: 78.23% | Semantic: 42.59% | Demand: 36.36% | Education: 100.0%
Candidate_023,Office Administrator,4,0.5906453529842051,59.06,81.98,28.0,52.86,100.0,Rank 4: Office Administrator,Office Administrator — Overall Match: 59.06% | Skill: 81.98% | Semantic: 28.0% | Demand: 52.86% | Education: 100.0%
Candidate_023,Information Technology (IT) Analyst,5,0.5849952951205031,58.5,61.55,61.8,26.64,100.0,Rank 5: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 58.5% | Skill: 61.55% | Semantic: 61.8% | Demand: 26.64% | Education: 100.0%
Candidate_024,Software Developer,1,0.7095812807752525,70.96,61.08,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 70.96% | Skill: 61.08% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_024,Office Manager,2,0.6953066659331655,69.53,100.0,39.88,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 69.53% | Skill: 100.0% | Semantic: 39.88% | Demand: 52.86% | Education: 100.0%
Candidate_024,Bookkeeper,3,0.61921085101331,61.92,86.52,44.73,29.92,100.0,Rank 3: Bookkeeper,Bookkeeper — Overall Match: 61.92% | Skill: 86.52% | Semantic: 44.73% | Demand: 29.92% | Education: 100.0%
Candidate_024,Office Administrator,4,0.6163963635760317,61.64,69.65,47.68,52.86,100.0,Rank 4: Office Administrator,Office Administrator — Overall Match: 61.64% | Skill: 69.65% | Semantic: 47.68% | Demand: 52.86% | Education: 100.0%
Candidate_024,"Driver, Truck",5,0.5813907567744204,58.14,70.84,15.95,88.8,100.0,"Rank 5: Driver, Truck","Driver, Truck — Overall Match: 58.14% | Skill: 70.84% | Semantic: 15.95% | Demand: 88.8% | Education: 100.0%"
Candidate_025,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_025,Information Technology (IT) Analyst,2,0.743482334353823,74.35,69.68,98.95,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 74.35% | Skill: 69.68% | Semantic: 98.95% | Demand: 26.64% | Education: 100.0%
Candidate_025,Secondary School Teacher,3,0.5274338446169794,52.74,62.29,39.06,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 52.74% | Skill: 62.29% | Semantic: 39.06% | Demand: 36.36% | Education: 100.0%
Candidate_025,Bookkeeper,4,0.4888475026040153,48.88,61.28,32.72,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 48.88% | Skill: 61.28% | Semantic: 32.72% | Demand: 29.92% | Education: 100.0%
Candidate_025,Licensed Practical Nurse (L.P.N.),5,0.4051384166545039,40.51,51.54,18.28,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 40.51% | Skill: 51.54% | Semantic: 18.28% | Demand: 30.39% | Education: 100.0%
Candidate_026,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_026,Information Technology (IT) Analyst,2,0.6893623187516174,68.94,78.79,74.38,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 68.94% | Skill: 78.79% | Semantic: 74.38% | Demand: 26.64% | Education: 100.0%
Candidate_026,Secondary School Teacher,3,0.6370849121752494,63.71,87.07,45.6,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 63.71% | Skill: 87.07% | Semantic: 45.6% | Demand: 36.36% | Education: 100.0%
Candidate_026,Restaurant Manager,4,0.6015356091401017,60.15,81.33,28.45,58.65,100.0,Rank 4: Restaurant Manager,Restaurant Manager — Overall Match: 60.15% | Skill: 81.33% | Semantic: 28.45% | Demand: 58.65% | Education: 100.0%
Candidate_026,Food Service Supervisor,5,0.5934528356377728,59.35,63.75,66.76,68.33,0.0,Rank 5: Food Service Supervisor,Food Service Supervisor — Overall Match: 59.35% | Skill: 63.75% | Semantic: 66.76% | Demand: 68.33% | Education: 0.0%
Candidate_027,Software Developer,1,0.7824589991056498,78.25,81.9,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 78.25% | Skill: 81.9% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_027,Office Manager,2,0.6939470492712386,69.39,100.0,39.49,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 69.39% | Skill: 100.0% | Semantic: 39.49% | Demand: 52.86% | Education: 100.0%
Candidate_027,Office Administrator,3,0.6444092722468396,64.44,81.98,43.36,52.86,100.0,Rank 3: Office Administrator,Office Administrator — Overall Match: 64.44% | Skill: 81.98% | Semantic: 43.36% | Demand: 52.86% | Education: 100.0%
Candidate_027,Information Technology (IT) Analyst,4,0.6412614377497352,64.13,61.55,77.87,26.64,100.0,Rank 4: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 64.13% | Skill: 61.55% | Semantic: 77.87% | Demand: 26.64% | Education: 100.0%
Candidate_027,Secondary School Teacher,5,0.6181091425250822,61.81,78.23,49.03,36.36,100.0,Rank 5: Secondary School Teacher,Secondary School Teacher — Overall Match: 61.81% | Skill: 78.23% | Semantic: 49.03% | Demand: 36.36% | Education: 100.0%
Candidate_028,Software Developer,1,0.7824589991056498,78.25,81.9,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 78.25% | Skill: 81.9% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_028,Office Manager,2,0.6646378462647732,66.46,100.0,31.12,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 66.46% | Skill: 100.0% | Semantic: 31.12% | Demand: 52.86% | Education: 100.0%
Candidate_028,Office Administrator,3,0.6418742961424637,64.19,81.98,42.63,52.86,100.0,Rank 3: Office Administrator,Office Administrator — Overall Match: 64.19% | Skill: 81.98% | Semantic: 42.63% | Demand: 52.86% | Education: 100.0%
Candidate_028,Information Technology (IT) Analyst,4,0.6258747395281331,62.59,61.55,73.48,26.64,100.0,Rank 4: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 62.59% | Skill: 61.55% | Semantic: 73.48% | Demand: 26.64% | Education: 100.0%
Candidate_028,Secondary School Teacher,5,0.6034158145184704,60.34,78.23,44.83,36.36,100.0,Rank 5: Secondary School Teacher,Secondary School Teacher — Overall Match: 60.34% | Skill: 78.23% | Semantic: 44.83% | Demand: 36.36% | Education: 100.0%
Candidate_029,Administrative Assistant,1,0.7072504676647912,70.73,100.0,48.45,43.85,100.0,Rank 1: Administrative Assistant,Administrative Assistant — Overall Match: 70.73% | Skill: 100.0% | Semantic: 48.45% | Demand: 43.85% | Education: 100.0%
Candidate_029,Food Service Supervisor,2,0.6806538127318598,68.07,100.0,26.85,68.33,100.0,Rank 2: Food Service Supervisor,Food Service Supervisor — Overall Match: 68.07% | Skill: 100.0% | Semantic: 26.85% | Demand: 68.33% | Education: 100.0%
Candidate_029,Software Developer,3,0.3958171720921131,39.58,0.0,100.0,22.91,0.0,Rank 3: Software Developer,Software Developer — Overall Match: 39.58% | Skill: 0.0% | Semantic: 100.0% | Demand: 22.91% | Education: 0.0%
Candidate_029,Bookkeeper,4,0.2925969484966517,29.26,0.0,37.93,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 29.26% | Skill: 0.0% | Semantic: 37.93% | Demand: 29.92% | Education: 100.0%
Candidate_029,Information Technology (IT) Analyst,5,0.2902843183917818,29.03,0.0,67.72,26.64,0.0,Rank 5: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 29.03% | Skill: 0.0% | Semantic: 67.72% | Demand: 26.64% | Education: 0.0%
Candidate_030,Software Developer,1,0.7824589991056498,78.25,81.9,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 78.25% | Skill: 81.9% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_030,Secondary School Teacher,2,0.6382835436221813,63.83,78.23,54.79,36.36,100.0,Rank 2: Secondary School Teacher,Secondary School Teacher — Overall Match: 63.83% | Skill: 78.23% | Semantic: 54.79% | Demand: 36.36% | Education: 100.0%
Candidate_030,Office Manager,3,0.6382008100572951,63.82,100.0,23.56,52.86,100.0,Rank 3: Office Manager,Office Manager — Overall Match: 63.82% | Skill: 100.0% | Semantic: 23.56% | Demand: 52.86% | Education: 100.0%
Candidate_030,Information Technology (IT) Analyst,4,0.6209142092726525,62.09,61.55,72.06,26.64,100.0,Rank 4: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 62.09% | Skill: 61.55% | Semantic: 72.06% | Demand: 26.64% | Education: 100.0%
Candidate_030,Office Administrator,5,0.6135264824450769,61.35,81.98,34.53,52.86,100.0,Rank 5: Office Administrator,Office Administrator — Overall Match: 61.35% | Skill: 81.98% | Semantic: 34.53% | Demand: 52.86% | Education: 100.0%
Candidate_031,Administrative Assistant,1,0.7336844015520255,73.37,100.0,56.0,43.85,100.0,Rank 1: Administrative Assistant,Administrative Assistant — Overall Match: 73.37% | Skill: 100.0% | Semantic: 56.0% | Demand: 43.85% | Education: 100.0%
Candidate_031,Office Administrator,2,0.6993866216705067,69.94,92.96,48.09,52.86,100.0,Rank 2: Office Administrator,Office Administrator — Overall Match: 69.94% | Skill: 92.96% | Semantic: 48.09% | Demand: 52.86% | Education: 100.0%
Candidate_031,Office Manager,3,0.6729599296655839,67.3,89.32,44.18,52.86,100.0,Rank 3: Office Manager,Office Manager — Overall Match: 67.3% | Skill: 89.32% | Semantic: 44.18% | Demand: 52.86% | Education: 100.0%
Candidate_031,Retail Sales Associate,4,0.6647290405060278,66.47,99.78,40.75,86.44,0.0,Rank 4: Retail Sales Associate,Retail Sales Associate — Overall Match: 66.47% | Skill: 99.78% | Semantic: 40.75% | Demand: 86.44% | Education: 0.0%
Candidate_031,Inside Sales Representative,5,0.6596593399074651,65.97,99.78,39.3,86.44,0.0,Rank 5: Inside Sales Representative,Inside Sales Representative — Overall Match: 65.97% | Skill: 99.78% | Semantic: 39.3% | Demand: 86.44% | Education: 0.0%
Candidate_032,Food Service Supervisor,1,0.7870312533674546,78.7,100.0,57.25,68.33,100.0,Rank 1: Food Service Supervisor,Food Service Supervisor — Overall Match: 78.7% | Skill: 100.0% | Semantic: 57.25% | Demand: 68.33% | Education: 100.0%
Candidate_032,Administrative Assistant,2,0.6824161981866228,68.24,100.0,41.35,43.85,100.0,Rank 2: Administrative Assistant,Administrative Assistant — Overall Match: 68.24% | Skill: 100.0% | Semantic: 41.35% | Demand: 43.85% | Education: 100.0%
Candidate_032,Software Developer,3,0.3958171720921131,39.58,0.0,100.0,22.91,0.0,Rank 3: Software Developer,Software Developer — Overall Match: 39.58% | Skill: 0.0% | Semantic: 100.0% | Demand: 22.91% | Education: 0.0%
Candidate_032,Information Technology (IT) Analyst,4,0.369594079911891,36.96,0.0,90.38,26.64,0.0,Rank 4: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 36.96% | Skill: 0.0% | Semantic: 90.38% | Demand: 26.64% | Education: 0.0%
Candidate_032,Bookkeeper,5,0.3407772007127568,34.08,0.0,51.69,29.92,100.0,Rank 5: Bookkeeper,Bookkeeper — Overall Match: 34.08% | Skill: 0.0% | Semantic: 51.69% | Demand: 29.92% | Education: 100.0%
Candidate_033,Administrative Assistant,1,0.729142512593767,72.91,100.0,54.7,43.85,100.0,Rank 1: Administrative Assistant,Administrative Assistant — Overall Match: 72.91% | Skill: 100.0% | Semantic: 54.7% | Demand: 43.85% | Education: 100.0%
Candidate_033,Office Manager,2,0.682877155298007,68.29,88.03,48.3,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 68.29% | Skill: 88.03% | Semantic: 48.3% | Demand: 52.86% | Education: 100.0%
Candidate_033,Office Administrator,3,0.6382589158033481,63.83,71.26,52.32,52.86,100.0,Rank 3: Office Administrator,Office Administrator — Overall Match: 63.83% | Skill: 71.26% | Semantic: 52.32% | Demand: 52.86% | Education: 100.0%
Candidate_033,"Driver, Truck",4,0.5918908037153071,59.19,69.59,20.21,88.8,100.0,"Rank 4: Driver, Truck","Driver, Truck — Overall Match: 59.19% | Skill: 69.59% | Semantic: 20.21% | Demand: 88.8% | Education: 100.0%"
Candidate_033,Food Service Supervisor,5,0.5018157052669797,50.18,52.29,52.04,68.33,0.0,Rank 5: Food Service Supervisor,Food Service Supervisor — Overall Match: 50.18% | Skill: 52.29% | Semantic: 52.04% | Demand: 68.33% | Education: 0.0%
Candidate_034,Food Service Supervisor,1,0.7226665363814193,72.27,92.66,46.2,68.33,100.0,Rank 1: Food Service Supervisor,Food Service Supervisor — Overall Match: 72.27% | Skill: 92.66% | Semantic: 46.2% | Demand: 68.33% | Education: 100.0%
Candidate_034,Office Manager,2,0.7173010298492188,71.73,100.0,46.16,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 71.73% | Skill: 100.0% | Semantic: 46.16% | Demand: 52.86% | Education: 100.0%
Candidate_034,Administrative Assistant,3,0.7048277406535077,70.48,89.8,57.96,43.85,100.0,Rank 3: Administrative Assistant,Administrative Assistant — Overall Match: 70.48% | Skill: 89.8% | Semantic: 57.96% | Demand: 43.85% | Education: 100.0%
Candidate_034,Office Administrator,4,0.5851269694438763,58.51,85.64,51.33,52.86,0.0,Rank 4: Office Administrator,Office Administrator — Overall Match: 58.51% | Skill: 85.64% | Semantic: 51.33% | Demand: 52.86% | Education: 0.0%
Candidate_034,Retail Sales Associate,5,0.5822946000737846,58.23,87.61,29.36,86.44,0.0,Rank 5: Retail Sales Associate,Retail Sales Associate — Overall Match: 58.23% | Skill: 87.61% | Semantic: 29.36% | Demand: 86.44% | Education: 0.0%
Candidate_035,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_035,Information Technology (IT) Analyst,2,0.7653093974996544,76.53,81.55,93.32,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 76.53% | Skill: 81.55% | Semantic: 93.32% | Demand: 26.64% | Education: 100.0%
Candidate_035,Administrative Assistant,3,0.6162441138072258,61.62,70.54,51.9,43.85,100.0,Rank 3: Administrative Assistant,Administrative Assistant — Overall Match: 61.62% | Skill: 70.54% | Semantic: 51.9% | Demand: 43.85% | Education: 100.0%
Candidate_035,Retail Sales Associate,4,0.5572670220738658,55.73,73.75,36.07,86.44,0.0,Rank 4: Retail Sales Associate,Retail Sales Associate — Overall Match: 55.73% | Skill: 73.75% | Semantic: 36.07% | Demand: 86.44% | Education: 0.0%
Candidate_035,Inside Sales Representative,5,0.5549916265860076,55.5,73.75,35.42,86.44,0.0,Rank 5: Inside Sales Representative,Inside Sales Representative — Overall Match: 55.5% | Skill: 73.75% | Semantic: 35.42% | Demand: 86.44% | Education: 0.0%
Candidate_036,Administrative Assistant,1,0.7485696839787135,74.86,100.0,60.25,43.85,100.0,Rank 1: Administrative Assistant,Administrative Assistant — Overall Match: 74.86% | Skill: 100.0% | Semantic: 60.25% | Demand: 43.85% | Education: 100.0%
Candidate_036,Office Manager,2,0.6785741738075026,67.86,88.03,47.07,52.86,100.0,Rank 2: Office Manager,Office Manager — Overall Match: 67.86% | Skill: 88.03% | Semantic: 47.07% | Demand: 52.86% | Education: 100.0%
Candidate_036,Office Administrator,3,0.6528239023650175,65.28,71.26,56.48,52.86,100.0,Rank 3: Office Administrator,Office Administrator — Overall Match: 65.28% | Skill: 71.26% | Semantic: 56.48% | Demand: 52.86% | Education: 100.0%
Candidate_036,"Driver, Truck",4,0.5930894168054842,59.31,69.59,20.55,88.8,100.0,"Rank 4: Driver, Truck","Driver, Truck — Overall Match: 59.31% | Skill: 69.59% | Semantic: 20.55% | Demand: 88.8% | Education: 100.0%"
Candidate_036,Food Service Supervisor,5,0.5287974682859231,52.88,52.29,59.75,68.33,0.0,Rank 5: Food Service Supervisor,Food Service Supervisor — Overall Match: 52.88% | Skill: 52.29% | Semantic: 59.75% | Demand: 68.33% | Education: 0.0%
Candidate_037,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_037,Information Technology (IT) Analyst,2,0.7564639724246688,75.65,74.24,98.1,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 75.65% | Skill: 74.24% | Semantic: 98.1% | Demand: 26.64% | Education: 100.0%
Candidate_037,Secondary School Teacher,3,0.6090388115350601,60.9,76.52,48.14,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 60.9% | Skill: 76.52% | Semantic: 48.14% | Demand: 36.36% | Education: 100.0%
Candidate_037,Bookkeeper,4,0.5789759684004662,57.9,72.19,47.56,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 57.9% | Skill: 72.19% | Semantic: 47.56% | Demand: 29.92% | Education: 100.0%
Candidate_037,Licensed Practical Nurse (L.P.N.),5,0.4990652911889829,49.91,72.05,24.6,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 49.91% | Skill: 72.05% | Semantic: 24.6% | Demand: 30.39% | Education: 100.0%
Candidate_038,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_038,Information Technology (IT) Analyst,2,0.677244810663828,67.72,69.68,80.03,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 67.72% | Skill: 69.68% | Semantic: 80.03% | Demand: 26.64% | Education: 100.0%
Candidate_038,Secondary School Teacher,3,0.5230805991952205,52.31,62.29,37.81,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 52.31% | Skill: 62.29% | Semantic: 37.81% | Demand: 36.36% | Education: 100.0%
Candidate_038,Bookkeeper,4,0.4821813070023194,48.22,61.28,30.82,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 48.22% | Skill: 61.28% | Semantic: 30.82% | Demand: 29.92% | Education: 100.0%
Candidate_038,Licensed Practical Nurse (L.P.N.),5,0.3986941080774211,39.87,51.54,16.43,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 39.87% | Skill: 51.54% | Semantic: 16.43% | Demand: 30.39% | Education: 100.0%
Candidate_039,Food Service Supervisor,1,0.7665288150645446,76.65,100.0,51.39,68.33,100.0,Rank 1: Food Service Supervisor,Food Service Supervisor — Overall Match: 76.65% | Skill: 100.0% | Semantic: 51.39% | Demand: 68.33% | Education: 100.0%
Candidate_039,Administrative Assistant,2,0.6735865623910309,67.36,100.0,38.83,43.85,100.0,Rank 2: Administrative Assistant,Administrative Assistant — Overall Match: 67.36% | Skill: 100.0% | Semantic: 38.83% | Demand: 43.85% | Education: 100.0%
Candidate_039,Software Developer,3,0.3958171720921131,39.58,0.0,100.0,22.91,0.0,Rank 3: Software Developer,Software Developer — Overall Match: 39.58% | Skill: 0.0% | Semantic: 100.0% | Demand: 22.91% | Education: 0.0%
Candidate_039,Information Technology (IT) Analyst,4,0.3613557612925829,36.14,0.0,88.02,26.64,0.0,Rank 4: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 36.14% | Skill: 0.0% | Semantic: 88.02% | Demand: 26.64% | Education: 0.0%
Candidate_039,Inside Sales Representative,5,0.3038251044090797,30.38,0.0,37.41,86.44,0.0,Rank 5: Inside Sales Representative,Inside Sales Representative — Overall Match: 30.38% | Skill: 0.0% | Semantic: 37.41% | Demand: 86.44% | Education: 0.0%
Candidate_040,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_040,Information Technology (IT) Analyst,2,0.6804430403944367,68.04,74.9,75.72,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 68.04% | Skill: 74.9% | Semantic: 75.72% | Demand: 26.64% | Education: 100.0%
Candidate_040,Secondary School Teacher,3,0.5997329720188612,59.97,75.27,46.74,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 59.97% | Skill: 75.27% | Semantic: 46.74% | Demand: 36.36% | Education: 100.0%
Candidate_040,Bookkeeper,4,0.5636155819587887,56.36,63.86,51.51,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 56.36% | Skill: 63.86% | Semantic: 51.51% | Demand: 29.92% | Education: 100.0%
Candidate_040,Licensed Practical Nurse (L.P.N.),5,0.5061573523144661,50.62,74.18,24.5,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 50.62% | Skill: 74.18% | Semantic: 24.5% | Demand: 30.39% | Education: 100.0%
Candidate_041,Office Manager,1,0.7427547171848404,74.28,100.0,53.44,52.86,100.0,Rank 1: Office Manager,Office Manager — Overall Match: 74.28% | Skill: 100.0% | Semantic: 53.44% | Demand: 52.86% | Education: 100.0%
Candidate_041,Software Developer,2,0.7095812807752525,70.96,61.08,100.0,22.91,100.0,Rank 2: Software Developer,Software Developer — Overall Match: 70.96% | Skill: 61.08% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_041,Office Administrator,3,0.6944571625765805,69.45,69.65,69.98,52.86,100.0,Rank 3: Office Administrator,Office Administrator — Overall Match: 69.45% | Skill: 69.65% | Semantic: 69.98% | Demand: 52.86% | Education: 100.0%
Candidate_041,Bookkeeper,4,0.6666515263802207,66.67,86.52,58.28,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 66.67% | Skill: 86.52% | Semantic: 58.28% | Demand: 29.92% | Education: 100.0%
Candidate_041,"Driver, Truck",5,0.5914735558390475,59.15,70.84,18.83,88.8,100.0,"Rank 5: Driver, Truck","Driver, Truck — Overall Match: 59.15% | Skill: 70.84% | Semantic: 18.83% | Demand: 88.8% | Education: 100.0%"
Candidate_042,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_042,Information Technology (IT) Analyst,2,0.738051730551638,73.81,74.9,92.18,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 73.81% | Skill: 74.9% | Semantic: 92.18% | Demand: 26.64% | Education: 100.0%
Candidate_042,Secondary School Teacher,3,0.5544856883213355,55.45,75.27,33.81,36.36,100.0,Rank 3: Secondary School Teacher,Secondary School Teacher — Overall Match: 55.45% | Skill: 75.27% | Semantic: 33.81% | Demand: 36.36% | Education: 100.0%
Candidate_042,Bookkeeper,4,0.4863626127827397,48.64,63.86,29.44,29.92,100.0,Rank 4: Bookkeeper,Bookkeeper — Overall Match: 48.64% | Skill: 63.86% | Semantic: 29.44% | Demand: 29.92% | Education: 100.0%
Candidate_042,Licensed Practical Nurse (L.P.N.),5,0.4812970085406681,48.13,74.18,17.39,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 48.13% | Skill: 74.18% | Semantic: 17.39% | Demand: 30.39% | Education: 100.0%
Candidate_043,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_043,Information Technology (IT) Analyst,2,0.6937512740957134,69.38,77.38,77.04,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 69.38% | Skill: 77.38% | Semantic: 77.04% | Demand: 26.64% | Education: 100.0%
Candidate_043,Retail Sales Associate,3,0.533924861026286,53.39,77.67,25.48,86.44,0.0,Rank 3: Retail Sales Associate,Retail Sales Associate — Overall Match: 53.39% | Skill: 77.67% | Semantic: 25.48% | Demand: 86.44% | Education: 0.0%
Candidate_043,Inside Sales Representative,4,0.5335756060362069,53.36,77.67,25.38,86.44,0.0,Rank 4: Inside Sales Representative,Inside Sales Representative — Overall Match: 53.36% | Skill: 77.67% | Semantic: 25.38% | Demand: 86.44% | Education: 0.0%
Candidate_043,Licensed Practical Nurse (L.P.N.),5,0.4970760655746788,49.71,79.48,16.6,30.39,100.0,Rank 5: Licensed Practical Nurse (L.P.N.),Licensed Practical Nurse (L.P.N.) — Overall Match: 49.71% | Skill: 79.48% | Semantic: 16.6% | Demand: 30.39% | Education: 100.0%
Candidate_044,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,Rank 1: Software Developer,Software Developer — Overall Match: 84.58% | Skill: 100.0% | Semantic: 100.0% | Demand: 22.91% | Education: 100.0%
Candidate_044,Information Technology (IT) Analyst,2,0.7416042012509769,74.16,74.24,93.86,26.64,100.0,Rank 2: Information Technology (IT) Analyst,Information Technology (IT) Analyst — Overall Match: 74.16% | Skill: 74.24% | Semantic: 93.86% | Demand: 26.64% | Education: 100.0%
Candidate_044,Bookkeeper,3,0.6270369549635632,62.7,72.19,61.29,29.92,100.0,Rank 3: Bookkeeper,Bookkeeper — Overall Match: 62.7% | Skill: 72.19% | Semantic: 61.29% | Demand: 29.92% | Education: 100.0%
Candidate_044,Secondary School Teacher,4,0.616432791412228,61.64,76.52,50.26,36.36,100.0,Rank 4: Secondary School Teacher,Secondary School Teacher — Overall Match: 61.64% | Skill: 76.52% | Semantic: 50.26% | Demand: 36.36% | Education: 100.0%
Candidate_044,Office Manager,5,0.5356527375849894,53.57,64.44,58.39,52.86,0.0,Rank 5: Office Manager,Office Manager — Overall Match: 53.57% | Skill: 64.44% | Semantic: 58.39% | Demand: 52.86% | Education: 0.0%
Candidate_045,Administrative Assistant,1,0.7572227527543783,75.72,100.0,62.72,43.85,100.0,Rank 1: Administrative Assistant,Administrative Assistant — Overall Match: 75.72% | Skill: 100.0% | Semantic: 62.72% | Demand: 43.85% | Education: 100.0%
Candidate_045,Bookkeeper,2,0.6443269400050843,64.43,91.18,47.25,29.92,100.0,Rank 2: Bookkeeper,Bookkeeper — Overall Match: 64.43% | Skill: 91.18% | Semantic: 47.25% | Demand: 29.92% | Education: 100.0%
