candidate_id,selected_occupation,recommendation_score,recommendation_percentage,occupation_rank,cip_program_count,cip_pathway_available,cip_status
Candidate_059,Licensed Practical Nurse (L.P.N.),0.6615295143937191,66.1529514393719,5,2,True,CIP pathway available
Candidate_060,Software Developer,0.5902956298200515,59.029562982005146,1,20,True,CIP pathway available
Candidate_060,Secondary School Teacher,0.568004459308807,56.800445930880706,2,92,True,CIP pathway available
Candidate_060,Information Technology (IT) Analyst,0.5676716309480566,56.76716309480566,3,22,True,CIP pathway available
Candidate_060,Licensed Practical Nurse (L.P.N.),0.5670252980517592,56.702529805175914,4,2,True,CIP pathway available
Candidate_060,Bookkeeper,0.5577195467422096,55.77195467422096,5,1,True,CIP pathway available
Candidate_061,Administrative Assistant,1.0000000000000002,100.00000000000003,1,2,True,CIP pathway available
Candidate_061,Food Service Supervisor,1.0000000000000002,100.00000000000003,1,5,True,CIP pathway available
Candidate_061,Bookkeeper,1.0,100.0,2,1,True,CIP pathway available
Candidate_061,Continuing Care Assistant,1.0,100.0,2,3,True,CIP pathway available
Candidate_061,Delivery Driver,1.0,100.0,2,1,True,CIP pathway available
Candidate_062,Administrative Assistant,0.8991596638655464,89.91596638655463,1,2,True,CIP pathway available
Candidate_062,Office Manager,0.8920863309352518,89.20863309352518,2,13,True,CIP pathway available
Candidate_062,Office Administrator,0.8821770334928231,88.2177033492823,3,13,True,CIP pathway available
Candidate_062,"Driver, Truck",0.8811881188118811,88.11881188118811,4,1,True,CIP pathway available
Candidate_062,Inside Sales Representative,0.8745668745668745,87.45668745668745,5,0,False,No CIP pathway in crosswalk
Candidate_063,Administrative Assistant,0.7942857142857143,79.42857142857143,1,2,True,CIP pathway available
Candidate_063,Office Manager,0.776978417266187,77.6978417266187,2,13,True,CIP pathway available
Candidate_063,Office Administrator,0.7757177033492824,77.57177033492823,3,13,True,CIP pathway available
Candidate_063,Inside Sales Representative,0.7706167706167706,77.06167706167706,4,0,False,No CIP pathway in crosswalk
Candidate_063,Retail Sales Associate,0.7706167706167706,77.06167706167706,4,0,False,No CIP pathway in crosswalk
