candidate_id,selected_occupation,education_score,education_percentage
Candidate_038,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_038,Office Administrator,0.0,0.0
Candidate_038,Office Manager,0.0,0.0
Candidate_038,Restaurant Manager,0.0,0.0
Candidate_038,Retail Sales Associate,0.0,0.0
Candidate_038,Secondary School Teacher,1.0,100.0
Candidate_038,Software Developer,1.0,100.0
Candidate_039,Administrative Assistant,1.0,100.0
Candidate_039,Bookkeeper,1.0,100.0
Candidate_039,Continuing Care Assistant,1.0,100.0
Candidate_039,Delivery Driver,1.0,100.0
Candidate_039,"Driver, Truck",0.0,0.0
Candidate_039,Food Service Supervisor,1.0,100.0
Candidate_039,Information Technology (IT) Analyst,0.0,0.0
Candidate_039,Inside Sales Representative,0.0,0.0
Candidate_039,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_039,Office Administrator,0.0,0.0
Candidate_039,Office Manager,0.0,0.0
Candidate_039,Restaurant Manager,0.0,0.0
Candidate_039,Retail Sales Associate,0.0,0.0
Candidate_039,Secondary School Teacher,0.0,0.0
Candidate_039,Software Developer,0.0,0.0
Candidate_040,Administrative Assistant,0.0,0.0
Candidate_040,Bookkeeper,1.0,100.0
Candidate_040,Continuing Care Assistant,0.0,0.0
Candidate_040,Delivery Driver,0.0,0.0
Candidate_040,"Driver, Truck",0.0,0.0
Candidate_040,Food Service Supervisor,0.0,0.0
Candidate_040,Information Technology (IT) Analyst,1.0,100.0
Candidate_040,Inside Sales Representative,0.0,0.0
Candidate_040,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_040,Office Administrator,0.0,0.0
Candidate_040,Office Manager,0.0,0.0
Candidate_040,Restaurant Manager,0.0,0.0
Candidate_040,Retail Sales Associate,0.0,0.0
Candidate_040,Secondary School Teacher,1.0,100.0
Candidate_040,Software Developer,1.0,100.0
Candidate_041,Administrative Assistant,0.0,0.0
Candidate_041,Bookkeeper,1.0,100.0
Candidate_041,Continuing Care Assistant,0.0,0.0
Candidate_041,Delivery Driver,0.0,0.0
Candidate_041,"Driver, Truck",1.0,100.0
Candidate_041,Food Service Supervisor,0.0,0.0
Candidate_041,Information Technology (IT) Analyst,0.0,0.0
Candidate_041,Inside Sales Representative,0.0,0.0
Candidate_041,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_041,Office Administrator,1.0,100.0
Candidate_041,Office Manager,1.0,100.0
Candidate_041,Restaurant Manager,0.0,0.0
Candidate_041,Retail Sales Associate,0.0,0.0
Candidate_041,Secondary School Teacher,0.0,0.0
Candidate_041,Software Developer,1.0,100.0
Candidate_042,Administrative Assistant,0.0,0.0
Candidate_042,Bookkeeper,1.0,100.0
Candidate_042,Continuing Care Assistant,0.0,0.0
Candidate_042,Delivery Driver,0.0,0.0
Candidate_042,"Driver, Truck",0.0,0.0
Candidate_042,Food Service Supervisor,0.0,0.0
Candidate_042,Information Technology (IT) Analyst,1.0,100.0
Candidate_042,Inside Sales Representative,0.0,0.0
Candidate_042,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_042,Office Administrator,0.0,0.0
Candidate_042,Office Manager,0.0,0.0
Candidate_042,Restaurant Manager,0.0,0.0
Candidate_042,Retail Sales Associate,0.0,0.0
Candidate_042,Secondary School Teacher,1.0,100.0
Candidate_042,Software Developer,1.0,100.0
Candidate_043,Administrative Assistant,0.0,0.0
Candidate_043,Bookkeeper,0.0,0.0
Candidate_043,Continuing Care Assistant,0.0,0.0
Candidate_043,Delivery Driver,0.0,0.0
Candidate_043,"Driver, Truck",0.0,0.0
Candidate_043,Food Service Supervisor,0.0,0.0
Candidate_043,Information Technology (IT) Analyst,1.0,100.0
Candidate_043,Inside Sales Representative,0.0,0.0
Candidate_043,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_043,Office Administrator,0.0,0.0
Candidate_043,Office Manager,0.0,0.0
Candidate_043,Restaurant Manager,0.0,0.0
Candidate_043,Retail Sales Associate,0.0,0.0
Candidate_043,Secondary School Teacher,0.0,0.0
Candidate_043,Software Developer,1.0,100.0
Candidate_044,Administrative Assistant,0.0,0.0
Candidate_044,Bookkeeper,1.0,100.0
Candidate_044,Continuing Care Assistant,0.0,0.0
Candidate_044,Delivery Driver,0.0,0.0
Candidate_044,"Driver, Truck",0.0,0.0
Candidate_044,Food Service Supervisor,0.0,0.0
Candidate_044,Information Technology (IT) Analyst,1.0,100.0
Candidate_044,Inside Sales Representative,0.0,0.0
Candidate_044,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_044,Office Administrator,0.0,0.0
Candidate_044,Office Manager,0.0,0.0
Candidate_044,Restaurant Manager,0.0,0.0
Candidate_044,Retail Sales Associate,0.0,0.0
Candidate_044,Secondary School Teacher,1.0,100.0
Candidate_044,Software Developer,1.0,100.0
Candidate_045,Administrative Assistant,1.0,100.0
Candidate_045,Bookkeeper,1.0,100.0
Candidate_045,Continuing Care Assistant,0.0,0.0
Candidate_045,Delivery Driver,1.0,100.0
Candidate_045,"Driver, Truck",1.0,100.0
Candidate_045,Food Service Supervisor,0.0,0.0
Candidate_045,Information Technology (IT) Analyst,0.0,0.0
Candidate_045,Inside Sales Representative,0.0,0.0
Candidate_045,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_045,Office Administrator,0.0,0.0
Candidate_045,Office Manager,0.0,0.0
Candidate_045,Restaurant Manager,0.0,0.0
Candidate_045,Retail Sales Associate,0.0,0.0
Candidate_045,Secondary School Teacher,0.0,0.0
Candidate_045,Software Developer,0.0,0.0
Candidate_046,Administrative Assistant,0.0,0.0
Candidate_046,Bookkeeper,1.0,100.0
Candidate_046,Continuing Care Assistant,0.0,0.0
Candidate_046,Delivery Driver,0.0,0.0
Candidate_046,"Driver, Truck",0.0,0.0
Candidate_046,Food Service Supervisor,0.0,0.0
Candidate_046,Information Technology (IT) Analyst,0.0,0.0
Candidate_046,Inside Sales Representative,0.0,0.0
Candidate_046,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_046,Office Administrator,1.0,100.0
Candidate_046,Office Manager,1.0,100.0
Candidate_046,Restaurant Manager,0.0,0.0
Candidate_046,Retail Sales Associate,0.0,0.0
Candidate_046,Secondary School Teacher,1.0,100.0
Candidate_046,Software Developer,1.0,100.0
Candidate_047,Administrative Assistant,1.0,100.0
Candidate_047,Bookkeeper,0.0,0.0
Candidate_047,Continuing Care Assistant,0.0,0.0
Candidate_047,Delivery Driver,0.0,0.0
Candidate_047,"Driver, Truck",0.0,0.0
Candidate_047,Food Service Supervisor,1.0,100.0
Candidate_047,Information Technology (IT) Analyst,0.0,0.0
Candidate_047,Inside Sales Representative,0.0,0.0
Candidate_047,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_047,Office Administrator,0.0,0.0
Candidate_047,Office Manager,1.0,100.0
Candidate_047,Restaurant Manager,0.0,0.0
Candidate_047,Retail Sales Associate,0.0,0.0
Candidate_047,Secondary School Teacher,0.0,0.0
Candidate_047,Software Developer,0.0,0.0
Candidate_048,Administrative Assistant,0.0,0.0
Candidate_048,Bookkeeper,1.0,100.0
Candidate_048,Continuing Care Assistant,0.0,0.0
Candidate_048,Delivery Driver,0.0,0.0
Candidate_048,"Driver, Truck",0.0,0.0
Candidate_048,Food Service Supervisor,0.0,0.0
Candidate_048,Information Technology (IT) Analyst,0.0,0.0
Candidate_048,Inside Sales Representative,0.0,0.0
Candidate_048,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_048,Office Administrator,1.0,100.0
Candidate_048,Office Manager,1.0,100.0
Candidate_048,Restaurant Manager,0.0,0.0
Candidate_048,Retail Sales Associate,0.0,0.0
Candidate_048,Secondary School Teacher,1.0,100.0
Candidate_048,Software Developer,1.0,100.0
Candidate_049,Administrative Assistant,1.0,100.0
Candidate_049,Bookkeeper,0.0,0.0
Candidate_049,Continuing Care Assistant,0.0,0.0
Candidate_049,Delivery Driver,1.0,100.0
Candidate_049,"Driver, Truck",1.0,100.0
Candidate_049,Food Service Supervisor,0.0,0.0
Candidate_049,Information Technology (IT) Analyst,0.0,0.0
Candidate_049,Inside Sales Representative,0.0,0.0
Candidate_049,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_049,Office Administrator,0.0,0.0
Candidate_049,Office Manager,1.0,100.0
Candidate_049,Restaurant Manager,0.0,0.0
Candidate_049,Retail Sales Associate,0.0,0.0
Candidate_049,Secondary School Teacher,0.0,0.0
Candidate_049,Software Developer,1.0,100.0
Candidate_050,Administrative Assistant,1.0,100.0
Candidate_050,Bookkeeper,0.0,0.0
Candidate_050,Continuing Care Assistant,0.0,0.0
Candidate_050,Delivery Driver,0.0,0.0
Candidate_050,"Driver, Truck",1.0,100.0
Candidate_050,Food Service Supervisor,0.0,0.0
Candidate_050,Information Technology (IT) Analyst,0.0,0.0
Candidate_050,Inside Sales Representative,0.0,0.0
Candidate_050,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_050,Office Administrator,1.0,100.0
Candidate_050,Office Manager,1.0,100.0
Candidate_050,Restaurant Manager,0.0,0.0
Candidate_050,Retail Sales Associate,0.0,0.0
Candidate_050,Secondary School Teacher,0.0,0.0
Candidate_050,Software Developer,0.0,0.0
Candidate_051,Administrative Assistant,1.0,100.0
Candidate_051,Bookkeeper,0.0,0.0
Candidate_051,Continuing Care Assistant,0.0,0.0
Candidate_051,Delivery Driver,0.0,0.0
Candidate_051,"Driver, Truck",1.0,100.0
Candidate_051,Food Service Supervisor,0.0,0.0
Candidate_051,Information Technology (IT) Analyst,0.0,0.0
Candidate_051,Inside Sales Representative,0.0,0.0
Candidate_051,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_051,Office Administrator,1.0,100.0
Candidate_051,Office Manager,1.0,100.0
Candidate_051,Restaurant Manager,0.0,0.0
Candidate_051,Retail Sales Associate,0.0,0.0
Candidate_051,Secondary School Teacher,0.0,0.0
Candidate_051,Software Developer,1.0,100.0
Candidate_052,Administrative Assistant,0.0,0.0
Candidate_052,Bookkeeper,1.0,100.0
Candidate_052,Continuing Care Assistant,0.0,0.0
Candidate_052,Delivery Driver,0.0,0.0
Candidate_052,"Driver, Truck",0.0,0.0
Candidate_052,Food Service Supervisor,0.0,0.0
Candidate_052,Information Technology (IT) Analyst,1.0,100.0
Candidate_052,Inside Sales Representative,0.0,0.0
Candidate_052,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_052,Office Administrator,0.0,0.0
Candidate_052,Office Manager,0.0,0.0
Candidate_052,Restaurant Manager,0.0,0.0
Candidate_052,Retail Sales Associate,0.0,0.0
Candidate_052,Secondary School Teacher,1.0,100.0
Candidate_052,Software Developer,1.0,100.0
Candidate_053,Administrative Assistant,0.0,0.0
Candidate_053,Bookkeeper,1.0,100.0
Candidate_053,Continuing Care Assistant,0.0,0.0
Candidate_053,Delivery Driver,0.0,0.0
Candidate_053,"Driver, Truck",1.0,100.0
Candidate_053,Food Service Supervisor,0.0,0.0
Candidate_053,Information Technology (IT) Analyst,0.0,0.0
Candidate_053,Inside Sales Representative,0.0,0.0
Candidate_053,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_053,Office Administrator,1.0,100.0
Candidate_053,Office Manager,1.0,100.0
Candidate_053,Restaurant Manager,0.0,0.0
Candidate_053,Retail Sales Associate,0.0,0.0
Candidate_053,Secondary School Teacher,0.0,0.0
Candidate_053,Software Developer,1.0,100.0
Candidate_054,Administrative Assistant,1.0,100.0
Candidate_054,Bookkeeper,0.0,0.0
Candidate_054,Continuing Care Assistant,0.0,0.0
Candidate_054,Delivery Driver,0.0,0.0
Candidate_054,"Driver, Truck",0.0,0.0
Candidate_054,Food Service Supervisor,1.0,100.0
Candidate_054,Information Technology (IT) Analyst,0.0,0.0
Candidate_054,Inside Sales Representative,0.0,0.0
Candidate_054,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_054,Office Administrator,0.0,0.0
Candidate_054,Office Manager,1.0,100.0
Candidate_054,Restaurant Manager,0.0,0.0
Candidate_054,Retail Sales Associate,0.0,0.0
Candidate_054,Secondary School Teacher,0.0,0.0
Candidate_054,Software Developer,0.0,0.0
Candidate_055,Administrative Assistant,0.0,0.0
Candidate_055,Bookkeeper,0.0,0.0
Candidate_055,Continuing Care Assistant,0.0,0.0
Candidate_055,Delivery Driver,0.0,0.0
Candidate_055,"Driver, Truck",1.0,100.0
Candidate_055,Food Service Supervisor,0.0,0.0
Candidate_055,Information Technology (IT) Analyst,0.0,0.0
Candidate_055,Inside Sales Representative,0.0,0.0
Candidate_055,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_055,Office Administrator,1.0,100.0
Candidate_055,Office Manager,1.0,100.0
Candidate_055,Restaurant Manager,0.0,0.0
Candidate_055,Retail Sales Associate,0.0,0.0
Candidate_055,Secondary School Teacher,1.0,100.0
Candidate_055,Software Developer,1.0,100.0
Candidate_056,Administrative Assistant,1.0,100.0
Candidate_056,Bookkeeper,0.0,0.0
Candidate_056,Continuing Care Assistant,0.0,0.0
Candidate_056,Delivery Driver,0.0,0.0
Candidate_056,"Driver, Truck",1.0,100.0
Candidate_056,Food Service Supervisor,0.0,0.0
Candidate_056,Information Technology (IT) Analyst,0.0,0.0
Candidate_056,Inside Sales Representative,0.0,0.0
Candidate_056,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_056,Office Administrator,1.0,100.0
Candidate_056,Office Manager,1.0,100.0
Candidate_056,Restaurant Manager,0.0,0.0
Candidate_056,Retail Sales Associate,0.0,0.0
Candidate_056,Secondary School Teacher,0.0,0.0
Candidate_056,Software Developer,0.0,0.0
Candidate_057,Administrative Assistant,1.0,100.0
Candidate_057,Bookkeeper,0.0,0.0
Candidate_057,Continuing Care Assistant,0.0,0.0
Candidate_057,Delivery Driver,0.0,0.0
Candidate_057,"Driver, Truck",0.0,0.0
Candidate_057,Food Service Supervisor,0.0,0.0
Candidate_057,Information Technology (IT) Analyst,1.0,100.0
Candidate_057,Inside Sales Representative,0.0,0.0
Candidate_057,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_057,Office Administrator,0.0,0.0
Candidate_057,Office Manager,0.0,0.0
Candidate_057,Restaurant Manager,0.0,0.0
Candidate_057,Retail Sales Associate,0.0,0.0
Candidate_057,Secondary School Teacher,0.0,0.0
Candidate_057,Software Developer,1.0,100.0
Candidate_058,Administrative Assistant,1.0,100.0
Candidate_058,Bookkeeper,0.0,0.0
Candidate_058,Continuing Care Assistant,0.0,0.0
Candidate_058,Delivery Driver,0.0,0.0
Candidate_058,"Driver, Truck",0.0,0.0
Candidate_058,Food Service Supervisor,0.0,0.0
Candidate_058,Information Technology (IT) Analyst,0.0,0.0
Candidate_058,Inside Sales Representative,0.0,0.0
Candidate_058,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_058,Office Administrator,1.0,100.0
Candidate_058,Office Manager,1.0,100.0
Candidate_058,Restaurant Manager,0.0,0.0
Candidate_058,Retail Sales Associate,0.0,0.0
Candidate_058,Secondary School Teacher,0.0,0.0
Candidate_058,Software Developer,0.0,0.0
Candidate_059,Administrative Assistant,0.0,0.0
Candidate_059,Bookkeeper,1.0,100.0
Candidate_059,Continuing Care Assistant,0.0,0.0
Candidate_059,Delivery Driver,0.0,0.0
Candidate_059,"Driver, Truck",0.0,0.0
Candidate_059,Food Service Supervisor,0.0,0.0
Candidate_059,Information Technology (IT) Analyst,1.0,100.0
Candidate_059,Inside Sales Representative,0.0,0.0
Candidate_059,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_059,Office Administrator,0.0,0.0
Candidate_059,Office Manager,0.0,0.0
Candidate_059,Restaurant Manager,0.0,0.0
Candidate_059,Retail Sales Associate,0.0,0.0
Candidate_059,Secondary School Teacher,1.0,100.0
Candidate_059,Software Developer,1.0,100.0
Candidate_060,Administrative Assistant,0.0,0.0
Candidate_060,Bookkeeper,1.0,100.0
Candidate_060,Continuing Care Assistant,0.0,0.0
Candidate_060,Delivery Driver,0.0,0.0
Candidate_060,"Driver, Truck",0.0,0.0
Candidate_060,Food Service Supervisor,0.0,0.0
Candidate_060,Information Technology (IT) Analyst,1.0,100.0
Candidate_060,Inside Sales Representative,0.0,0.0
Candidate_060,Licensed Practical Nurse (L.P.N.),1.0,100.0
Candidate_060,Office Administrator,0.0,0.0
Candidate_060,Office Manager,0.0,0.0
Candidate_060,Restaurant Manager,0.0,0.0
Candidate_060,Retail Sales Associate,0.0,0.0
Candidate_060,Secondary School Teacher,1.0,100.0
Candidate_060,Software Developer,1.0,100.0
Candidate_061,Administrative Assistant,1.0,100.0
Candidate_061,Bookkeeper,1.0,100.0
Candidate_061,Continuing Care Assistant,1.0,100.0
Candidate_061,Delivery Driver,1.0,100.0
Candidate_061,"Driver, Truck",0.0,0.0
Candidate_061,Food Service Supervisor,1.0,100.0
Candidate_061,Information Technology (IT) Analyst,0.0,0.0
Candidate_061,Inside Sales Representative,0.0,0.0
Candidate_061,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_061,Office Administrator,0.0,0.0
Candidate_061,Office Manager,0.0,0.0
Candidate_061,Restaurant Manager,0.0,0.0
Candidate_061,Retail Sales Associate,0.0,0.0
Candidate_061,Secondary School Teacher,0.0,0.0
Candidate_061,Software Developer,0.0,0.0
Candidate_062,Administrative Assistant,1.0,100.0
Candidate_062,Bookkeeper,0.0,0.0
Candidate_062,Continuing Care Assistant,0.0,0.0
Candidate_062,Delivery Driver,0.0,0.0
Candidate_062,"Driver, Truck",1.0,100.0
Candidate_062,Food Service Supervisor,0.0,0.0
Candidate_062,Information Technology (IT) Analyst,0.0,0.0
Candidate_062,Inside Sales Representative,0.0,0.0
Candidate_062,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_062,Office Administrator,1.0,100.0
Candidate_062,Office Manager,1.0,100.0
Candidate_062,Restaurant Manager,0.0,0.0
Candidate_062,Retail Sales Associate,0.0,0.0
Candidate_062,Secondary School Teacher,0.0,0.0
Candidate_062,Software Developer,0.0,0.0
Candidate_063,Administrative Assistant,1.0,100.0
Candidate_063,Bookkeeper,0.0,0.0
Candidate_063,Continuing Care Assistant,0.0,0.0
Candidate_063,Delivery Driver,0.0,0.0
Candidate_063,"Driver, Truck",0.0,0.0
Candidate_063,Food Service Supervisor,0.0,0.0
Candidate_063,Information Technology (IT) Analyst,0.0,0.0
Candidate_063,Inside Sales Representative,0.0,0.0
Candidate_063,Licensed Practical Nurse (L.P.N.),0.0,0.0
Candidate_063,Office Administrator,1.0,100.0
Candidate_063,Office Manager,1.0,100.0
Candidate_063,Restaurant Manager,0.0,0.0
Candidate_063,Retail Sales Associate,0.0,0.0
Candidate_063,Secondary School Teacher,0.0,0.0
Candidate_063,Software Developer,0.0,0.0
